"GEO_ID","NAME","B25014I_001E","B25014I_001M","B25014I_002E","B25014I_002M","B25014I_003E","B25014I_003M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!1.00 or less occupants per room","Margin of Error!!Total!!1.00 or less occupants per room","Estimate!!Total!!1.01 or more occupants per room","Margin of Error!!Total!!1.01 or more occupants per room"
"8600000US15655","ZCTA5 15655","0","10","0","10","0","10"
"8600000US15656","ZCTA5 15656","5","8","5","8","0","16"
"8600000US15658","ZCTA5 15658","0","15","0","15","0","15"
"8600000US15660","ZCTA5 15660","0","10","0","10","0","10"
"8600000US15661","ZCTA5 15661","13","22","13","22","0","10"
"8600000US15662","ZCTA5 15662","0","10","0","10","0","10"
"8600000US15663","ZCTA5 15663","0","10","0","10","0","10"
"8600000US15665","ZCTA5 15665","0","10","0","10","0","10"
"8600000US15666","ZCTA5 15666","37","57","37","57","0","16"
"8600000US15668","ZCTA5 15668","90","55","90","55","0","16"
"8600000US15670","ZCTA5 15670","0","10","0","10","0","10"
"8600000US15671","ZCTA5 15671","0","10","0","10","0","10"
"8600000US15672","ZCTA5 15672","22","23","22","23","0","10"
"8600000US15673","ZCTA5 15673","0","10","0","10","0","10"
"8600000US15675","ZCTA5 15675","0","10","0","10","0","10"
"8600000US15676","ZCTA5 15676","0","10","0","10","0","10"
"8600000US15677","ZCTA5 15677","0","10","0","10","0","10"
"8600000US15678","ZCTA5 15678","0","10","0","10","0","10"
"8600000US15679","ZCTA5 15679","0","10","0","10","0","10"
"8600000US15680","ZCTA5 15680","0","10","0","10","0","10"
"8600000US15681","ZCTA5 15681","25","36","25","36","0","10"
"8600000US15683","ZCTA5 15683","63","80","63","80","0","15"
"8600000US15684","ZCTA5 15684","0","10","0","10","0","10"
"8600000US15686","ZCTA5 15686","0","10","0","10","0","10"
"8600000US15687","ZCTA5 15687","0","10","0","10","0","10"
"8600000US15688","ZCTA5 15688","0","10","0","10","0","10"
"8600000US15689","ZCTA5 15689","0","10","0","10","0","10"
"8600000US15690","ZCTA5 15690","36","30","36","30","0","15"
"8600000US15691","ZCTA5 15691","0","10","0","10","0","10"
"8600000US15692","ZCTA5 15692","28","43","28","43","0","10"
"8600000US15693","ZCTA5 15693","0","10","0","10","0","10"
"8600000US15695","ZCTA5 15695","0","10","0","10","0","10"
"8600000US15696","ZCTA5 15696","0","10","0","10","0","10"
"8600000US15697","ZCTA5 15697","8","12","8","12","0","10"
"8600000US15698","ZCTA5 15698","0","10","0","10","0","10"
"8600000US15701","ZCTA5 15701","41","39","41","39","0","22"
"8600000US15710","ZCTA5 15710","0","10","0","10","0","10"
"8600000US15711","ZCTA5 15711","0","10","0","10","0","10"
"8600000US15712","ZCTA5 15712","0","10","0","10","0","10"
"8600000US15713","ZCTA5 15713","0","10","0","10","0","10"
"8600000US15714","ZCTA5 15714","5","7","5","7","0","10"
"8600000US15715","ZCTA5 15715","0","10","0","10","0","10"
"8600000US15716","ZCTA5 15716","18","22","18","22","0","10"
"8600000US15717","ZCTA5 15717","22","27","22","27","0","15"
"8600000US15721","ZCTA5 15721","0","10","0","10","0","10"
"8600000US15722","ZCTA5 15722","0","10","0","10","0","10"
"8600000US15723","ZCTA5 15723","0","10","0","10","0","10"
"8600000US15724","ZCTA5 15724","0","10","0","10","0","10"
"8600000US15725","ZCTA5 15725","0","10","0","10","0","10"
"8600000US15727","ZCTA5 15727","0","10","0","10","0","10"
"8600000US15728","ZCTA5 15728","2","4","2","4","0","10"
"8600000US15729","ZCTA5 15729","0","10","0","10","0","10"
"8600000US15730","ZCTA5 15730","0","10","0","10","0","10"
"8600000US15731","ZCTA5 15731","0","10","0","10","0","10"
"8600000US15732","ZCTA5 15732","3","5","3","5","0","10"
"8600000US15733","ZCTA5 15733","0","10","0","10","0","10"
"8600000US15734","ZCTA5 15734","0","10","0","10","0","10"
"8600000US15736","ZCTA5 15736","6","7","6","7","0","10"
"8600000US15737","ZCTA5 15737","0","10","0","10","0","10"
"8600000US15738","ZCTA5 15738","0","10","0","10","0","10"
"8600000US15739","ZCTA5 15739","0","10","0","10","0","10"
"8600000US15741","ZCTA5 15741","0","10","0","10","0","10"
"8600000US15742","ZCTA5 15742","0","10","0","10","0","10"
"8600000US15744","ZCTA5 15744","1","4","1","4","0","10"
"8600000US15745","ZCTA5 15745","0","10","0","10","0","10"
"8600000US15746","ZCTA5 15746","0","10","0","10","0","10"
"8600000US15747","ZCTA5 15747","0","10","0","10","0","10"
"8600000US15748","ZCTA5 15748","3","5","3","5","0","15"
"8600000US15750","ZCTA5 15750","0","10","0","10","0","10"
"8600000US15752","ZCTA5 15752","0","10","0","10","0","10"
"8600000US15753","ZCTA5 15753","0","10","0","10","0","10"
"8600000US15754","ZCTA5 15754","0","10","0","10","0","10"
"8600000US15756","ZCTA5 15756","0","10","0","10","0","10"
"8600000US15757","ZCTA5 15757","0","10","0","10","0","10"
"8600000US15759","ZCTA5 15759","17","20","17","20","0","10"
"8600000US15760","ZCTA5 15760","0","10","0","10","0","10"
"8600000US15761","ZCTA5 15761","0","10","0","10","0","10"
"8600000US15762","ZCTA5 15762","0","10","0","10","0","10"
"8600000US15764","ZCTA5 15764","0","10","0","10","0","10"
"8600000US15765","ZCTA5 15765","8","12","8","12","0","10"
"8600000US15767","ZCTA5 15767","35","18","30","15","5","7"
"8600000US15770","ZCTA5 15770","0","10","0","10","0","10"
"8600000US15771","ZCTA5 15771","0","10","0","10","0","10"
"8600000US15772","ZCTA5 15772","0","10","0","10","0","10"
"8600000US15773","ZCTA5 15773","0","10","0","10","0","10"
"8600000US15774","ZCTA5 15774","11","13","11","13","0","10"
"8600000US15775","ZCTA5 15775","0","10","0","10","0","10"
"8600000US15776","ZCTA5 15776","0","10","0","10","0","10"
"8600000US15777","ZCTA5 15777","0","10","0","10","0","10"
"8600000US15778","ZCTA5 15778","0","10","0","10","0","10"
"8600000US15779","ZCTA5 15779","0","10","0","10","0","10"
"8600000US15780","ZCTA5 15780","0","10","0","10","0","10"
"8600000US15781","ZCTA5 15781","0","10","0","10","0","10"
"8600000US15783","ZCTA5 15783","0","10","0","10","0","10"
"8600000US15784","ZCTA5 15784","0","10","0","10","0","10"
"8600000US15801","ZCTA5 15801","62","75","62","75","0","16"
"8600000US15821","ZCTA5 15821","0","10","0","10","0","10"
"8600000US15823","ZCTA5 15823","0","10","0","10","0","10"
"8600000US15824","ZCTA5 15824","0","15","0","15","0","15"
"8600000US15825","ZCTA5 15825","30","21","30","21","0","15"
"8600000US15827","ZCTA5 15827","0","10","0","10","0","10"
"8600000US15828","ZCTA5 15828","18","35","18","35","0","10"
"8600000US15829","ZCTA5 15829","2","3","2","3","0","10"
"8600000US15832","ZCTA5 15832","0","10","0","10","0","10"
"8600000US15834","ZCTA5 15834","12","18","12","18","0","10"
"8600000US15840","ZCTA5 15840","12","19","12","19","0","10"
"8600000US15841","ZCTA5 15841","0","10","0","10","0","10"
"8600000US15845","ZCTA5 15845","0","10","0","10","0","10"
"8600000US15846","ZCTA5 15846","0","10","0","10","0","10"
"8600000US15847","ZCTA5 15847","0","10","0","10","0","10"
"8600000US15848","ZCTA5 15848","9","12","9","12","0","10"
"8600000US15849","ZCTA5 15849","0","10","0","10","0","10"
"8600000US15851","ZCTA5 15851","4","6","4","6","0","15"
"8600000US15853","ZCTA5 15853","22","35","22","35","0","15"
"8600000US15856","ZCTA5 15856","8","12","8","12","0","10"
"8600000US15857","ZCTA5 15857","91","52","91","52","0","16"
"8600000US15860","ZCTA5 15860","3","6","3","6","0","10"
"8600000US15861","ZCTA5 15861","0","10","0","10","0","10"
"8600000US15863","ZCTA5 15863","0","10","0","10","0","10"
"8600000US15864","ZCTA5 15864","0","10","0","10","0","10"
"8600000US15865","ZCTA5 15865","3","6","3","6","0","10"
"8600000US15866","ZCTA5 15866","0","10","0","10","0","10"
"8600000US15868","ZCTA5 15868","0","10","0","10","0","10"
"8600000US15870","ZCTA5 15870","0","10","0","10","0","10"
"8600000US15901","ZCTA5 15901","36","30","36","30","0","10"
"8600000US15902","ZCTA5 15902","71","45","71","45","0","16"
"8600000US15904","ZCTA5 15904","106","51","106","51","0","16"
"8600000US15905","ZCTA5 15905","98","41","98","41","0","16"
"8600000US15906","ZCTA5 15906","116","70","111","70","5","7"
"8600000US15909","ZCTA5 15909","3","6","3","6","0","15"
"8600000US15920","ZCTA5 15920","0","10","0","10","0","10"
"8600000US15921","ZCTA5 15921","0","10","0","10","0","10"
"8600000US15922","ZCTA5 15922","0","10","0","10","0","10"
"8600000US15923","ZCTA5 15923","14","21","14","21","0","10"
"8600000US15924","ZCTA5 15924","0","10","0","10","0","10"
"8600000US15925","ZCTA5 15925","0","10","0","10","0","10"
"8600000US15926","ZCTA5 15926","0","10","0","10","0","10"
"8600000US15927","ZCTA5 15927","0","10","0","10","0","10"
"8600000US15928","ZCTA5 15928","17","25","17","25","0","10"
"8600000US15929","ZCTA5 15929","0","10","0","10","0","10"
"8600000US15930","ZCTA5 15930","0","10","0","10","0","10"
"8600000US15931","ZCTA5 15931","5","6","5","6","0","15"
"8600000US15934","ZCTA5 15934","0","10","0","10","0","10"
"8600000US15935","ZCTA5 15935","0","10","0","10","0","10"
"8600000US15936","ZCTA5 15936","0","10","0","10","0","10"
"8600000US15937","ZCTA5 15937","0","10","0","10","0","10"
"8600000US15938","ZCTA5 15938","0","10","0","10","0","10"
"8600000US15940","ZCTA5 15940","0","10","0","10","0","10"
"8600000US15942","ZCTA5 15942","5","7","5","7","0","10"
"8600000US15943","ZCTA5 15943","17","17","17","17","0","10"
"8600000US15944","ZCTA5 15944","16","16","16","16","0","10"
"8600000US15945","ZCTA5 15945","10","14","10","14","0","10"
"8600000US15946","ZCTA5 15946","9","16","9","16","0","15"
"8600000US15948","ZCTA5 15948","0","10","0","10","0","10"
"8600000US15949","ZCTA5 15949","0","10","0","10","0","10"
"8600000US15951","ZCTA5 15951","0","10","0","10","0","10"
"8600000US15952","ZCTA5 15952","0","10","0","10","0","10"
"8600000US15953","ZCTA5 15953","0","10","0","10","0","10"
"8600000US15954","ZCTA5 15954","15","22","15","22","0","10"
"8600000US15955","ZCTA5 15955","2","4","2","4","0","10"
"8600000US15956","ZCTA5 15956","0","10","0","10","0","10"
"8600000US15957","ZCTA5 15957","0","10","0","10","0","10"
"8600000US15958","ZCTA5 15958","3","6","3","6","0","10"
"8600000US15960","ZCTA5 15960","0","10","0","10","0","10"
"8600000US15961","ZCTA5 15961","4","7","4","7","0","10"
"8600000US15962","ZCTA5 15962","0","10","0","10","0","10"
"8600000US15963","ZCTA5 15963","34","34","34","34","0","16"
"8600000US16001","ZCTA5 16001","198","83","185","84","13","24"
"8600000US16002","ZCTA5 16002","36","34","36","34","0","16"
"8600000US16020","ZCTA5 16020","4","6","4","6","0","10"
"8600000US16022","ZCTA5 16022","2","3","2","3","0","10"
"8600000US16023","ZCTA5 16023","0","10","0","10","0","10"
"8600000US16024","ZCTA5 16024","0","10","0","10","0","10"
"8600000US16025","ZCTA5 16025","11","17","11","17","0","15"
"8600000US16027","ZCTA5 16027","8","13","8","13","0","10"
"8600000US16028","ZCTA5 16028","0","10","0","10","0","10"
"8600000US16029","ZCTA5 16029","4","8","4","8","0","10"
"8600000US16030","ZCTA5 16030","0","10","0","10","0","10"
"8600000US16033","ZCTA5 16033","5","11","5","11","0","15"
"8600000US16034","ZCTA5 16034","14","15","8","12","6","10"
"8600000US16035","ZCTA5 16035","0","10","0","10","0","10"
"8600000US16036","ZCTA5 16036","5","5","5","5","0","10"
"8600000US16037","ZCTA5 16037","33","30","33","30","0","10"
"8600000US16038","ZCTA5 16038","0","10","0","10","0","10"
"8600000US16040","ZCTA5 16040","6","6","6","6","0","10"
"8600000US16041","ZCTA5 16041","0","10","0","10","0","10"
"8600000US16045","ZCTA5 16045","35","33","35","33","0","10"
"8600000US16046","ZCTA5 16046","65","44","65","44","0","16"
"8600000US16048","ZCTA5 16048","0","10","0","10","0","10"
"8600000US16049","ZCTA5 16049","5","7","5","7","0","10"
"8600000US16050","ZCTA5 16050","3","4","3","4","0","10"
"8600000US16051","ZCTA5 16051","0","10","0","10","0","10"
"8600000US16052","ZCTA5 16052","20","19","20","19","0","10"
"8600000US16053","ZCTA5 16053","10","16","10","16","0","10"
"8600000US16054","ZCTA5 16054","0","10","0","10","0","10"
"8600000US16055","ZCTA5 16055","78","79","78","79","0","15"
"8600000US16056","ZCTA5 16056","0","10","0","10","0","10"
"8600000US16057","ZCTA5 16057","15","11","15","11","0","16"
"8600000US16059","ZCTA5 16059","10","15","10","15","0","15"
"8600000US16061","ZCTA5 16061","2","3","2","3","0","10"
"8600000US16063","ZCTA5 16063","10","18","10","18","0","15"
"8600000US16066","ZCTA5 16066","174","84","174","84","0","22"
"8600000US16101","ZCTA5 16101","92","39","92","39","0","22"
"8600000US16102","ZCTA5 16102","5","8","5","8","0","15"
"8600000US16105","ZCTA5 16105","94","54","94","54","0","16"
"8600000US16110","ZCTA5 16110","0","10","0","10","0","10"
"8600000US16111","ZCTA5 16111","0","10","0","10","0","10"
"8600000US16112","ZCTA5 16112","0","10","0","10","0","10"
"8600000US16113","ZCTA5 16113","0","10","0","10","0","10"
"8600000US16114","ZCTA5 16114","0","10","0","10","0","10"
"8600000US16115","ZCTA5 16115","0","10","0","10","0","10"
"8600000US16116","ZCTA5 16116","0","10","0","10","0","10"
"8600000US16117","ZCTA5 16117","20","19","20","19","0","16"
"8600000US16120","ZCTA5 16120","13","20","13","20","0","10"
"8600000US16121","ZCTA5 16121","88","47","64","43","24","34"
"8600000US16123","ZCTA5 16123","0","10","0","10","0","10"
"8600000US16124","ZCTA5 16124","26","26","19","24","7","12"
"8600000US16125","ZCTA5 16125","34","30","34","30","0","16"
"8600000US16127","ZCTA5 16127","25","23","25","23","0","16"
"8600000US16130","ZCTA5 16130","0","10","0","10","0","10"
"8600000US16131","ZCTA5 16131","6","6","6","6","0","10"
"8600000US16132","ZCTA5 16132","0","10","0","10","0","10"
"8600000US16133","ZCTA5 16133","0","10","0","10","0","10"
"8600000US16134","ZCTA5 16134","4","5","4","5","0","10"
"8600000US16136","ZCTA5 16136","0","10","0","10","0","10"
"8600000US16137","ZCTA5 16137","1","3","1","3","0","16"
"8600000US16140","ZCTA5 16140","0","10","0","10","0","10"
"8600000US16141","ZCTA5 16141","3","4","2","3","1","3"
"8600000US16142","ZCTA5 16142","11","13","11","13","0","15"
"8600000US16143","ZCTA5 16143","0","10","0","10","0","10"
"8600000US16145","ZCTA5 16145","6","7","6","7","0","10"
"8600000US16146","ZCTA5 16146","82","62","59","53","23","38"
"8600000US16148","ZCTA5 16148","8","12","8","12","0","16"
"8600000US16150","ZCTA5 16150","12","17","12","17","0","15"
"8600000US16151","ZCTA5 16151","0","10","0","10","0","10"
"8600000US16153","ZCTA5 16153","2","5","2","5","0","10"
"8600000US16154","ZCTA5 16154","0","10","0","10","0","10"
"8600000US16155","ZCTA5 16155","0","10","0","10","0","10"
"8600000US16156","ZCTA5 16156","28","29","28","29","0","10"
"8600000US16157","ZCTA5 16157","0","10","0","10","0","10"
"8600000US16159","ZCTA5 16159","25","24","25","24","0","10"
"8600000US16160","ZCTA5 16160","0","10","0","10","0","10"
"8600000US16161","ZCTA5 16161","0","10","0","10","0","10"
"8600000US16201","ZCTA5 16201","24","25","24","25","0","16"
"8600000US16210","ZCTA5 16210","0","10","0","10","0","10"
"8600000US16211","ZCTA5 16211","0","10","0","10","0","10"
"8600000US16212","ZCTA5 16212","0","10","0","10","0","10"
"8600000US16213","ZCTA5 16213","0","10","0","10","0","10"
"8600000US16214","ZCTA5 16214","51","23","49","23","2","3"
"8600000US16217","ZCTA5 16217","0","10","0","10","0","10"
"8600000US16218","ZCTA5 16218","0","10","0","10","0","10"
"8600000US16222","ZCTA5 16222","0","10","0","10","0","10"
"8600000US16223","ZCTA5 16223","0","10","0","10","0","10"
"8600000US16224","ZCTA5 16224","1","5","1","5","0","10"
"8600000US16226","ZCTA5 16226","40","42","40","42","0","15"
"8600000US16228","ZCTA5 16228","2","5","2","5","0","10"
"8600000US16229","ZCTA5 16229","11","15","11","15","0","15"
"8600000US16230","ZCTA5 16230","0","10","0","10","0","10"
"8600000US16232","ZCTA5 16232","3","5","3","5","0","10"
"8600000US16233","ZCTA5 16233","0","10","0","10","0","10"
"8600000US16235","ZCTA5 16235","0","10","0","10","0","10"
"8600000US16236","ZCTA5 16236","0","10","0","10","0","10"
"8600000US16238","ZCTA5 16238","0","10","0","10","0","10"
"8600000US16239","ZCTA5 16239","0","15","0","15","0","15"
"8600000US16240","ZCTA5 16240","0","10","0","10","0","10"
"8600000US16242","ZCTA5 16242","19","19","19","19","0","10"
"8600000US16244","ZCTA5 16244","0","10","0","10","0","10"
"8600000US16245","ZCTA5 16245","0","10","0","10","0","10"
"8600000US16246","ZCTA5 16246","0","10","0","10","0","10"
"8600000US16248","ZCTA5 16248","1","3","1","3","0","10"
"8600000US16249","ZCTA5 16249","21","23","21","23","0","10"
"8600000US16250","ZCTA5 16250","0","10","0","10","0","10"
"8600000US16253","ZCTA5 16253","0","10","0","10","0","10"
"8600000US16254","ZCTA5 16254","3","6","3","6","0","10"
"8600000US16255","ZCTA5 16255","0","10","0","10","0","10"
"8600000US16256","ZCTA5 16256","2","4","2","4","0","10"
"8600000US16258","ZCTA5 16258","0","10","0","10","0","10"
"8600000US16259","ZCTA5 16259","4","6","4","6","0","10"
"8600000US16260","ZCTA5 16260","0","10","0","10","0","10"
"8600000US16262","ZCTA5 16262","0","10","0","10","0","10"
"8600000US16263","ZCTA5 16263","0","10","0","10","0","10"
"8600000US16301","ZCTA5 16301","28","24","28","24","0","16"
"8600000US16311","ZCTA5 16311","3","4","3","4","0","10"
"8600000US16312","ZCTA5 16312","0","10","0","10","0","10"
"8600000US16313","ZCTA5 16313","0","10","0","10","0","10"
"8600000US16314","ZCTA5 16314","9","11","9","11","0","15"
"8600000US16316","ZCTA5 16316","7","8","7","8","0","15"
"8600000US16317","ZCTA5 16317","0","10","0","10","0","10"
"8600000US16319","ZCTA5 16319","3","6","3","6","0","10"
"8600000US16321","ZCTA5 16321","0","10","0","10","0","10"
"8600000US16322","ZCTA5 16322","0","10","0","10","0","10"
"8600000US16323","ZCTA5 16323","63","46","63","46","0","16"
"8600000US16326","ZCTA5 16326","0","10","0","10","0","10"
"8600000US16327","ZCTA5 16327","2","3","2","3","0","10"
"8600000US16328","ZCTA5 16328","0","10","0","10","0","10"
"8600000US16329","ZCTA5 16329","0","10","0","10","0","10"
"8600000US16331","ZCTA5 16331","0","10","0","10","0","10"
"8600000US16332","ZCTA5 16332","0","10","0","10","0","10"
"8600000US16333","ZCTA5 16333","0","10","0","10","0","10"
"8600000US16334","ZCTA5 16334","0","10","0","10","0","10"
"8600000US16335","ZCTA5 16335","116","50","116","50","0","19"
"8600000US16340","ZCTA5 16340","0","10","0","10","0","10"
"8600000US16341","ZCTA5 16341","2","3","0","10","2","3"
"8600000US16342","ZCTA5 16342","2","3","2","3","0","10"
"8600000US16343","ZCTA5 16343","0","10","0","10","0","10"
"8600000US16344","ZCTA5 16344","3","4","3","4","0","10"
"8600000US16345","ZCTA5 16345","15","14","15","14","0","10"
"8600000US16346","ZCTA5 16346","10","15","10","15","0","10"
"8600000US16347","ZCTA5 16347","0","10","0","10","0","10"
"8600000US16350","ZCTA5 16350","0","10","0","10","0","10"
"8600000US16351","ZCTA5 16351","8","7","8","7","0","10"
"8600000US16352","ZCTA5 16352","0","10","0","10","0","10"
"8600000US16353","ZCTA5 16353","20","27","20","27","0","10"
"8600000US16354","ZCTA5 16354","9","10","9","10","0","16"
"8600000US16360","ZCTA5 16360","0","10","0","10","0","10"
"8600000US16361","ZCTA5 16361","0","10","0","10","0","10"
"8600000US16362","ZCTA5 16362","0","10","0","10","0","10"
"8600000US16364","ZCTA5 16364","0","10","0","10","0","10"
"8600000US16365","ZCTA5 16365","14","14","14","14","0","16"
"8600000US16370","ZCTA5 16370","0","10","0","10","0","10"
"8600000US16371","ZCTA5 16371","4","6","4","6","0","10"
"8600000US16372","ZCTA5 16372","0","10","0","10","0","10"
"8600000US16373","ZCTA5 16373","17","12","17","12","0","10"
"8600000US16374","ZCTA5 16374","4","6","4","6","0","10"
"8600000US16401","ZCTA5 16401","15","15","15","15","0","15"
"8600000US16402","ZCTA5 16402","0","10","0","10","0","10"
"8600000US16403","ZCTA5 16403","14","12","14","12","0","15"
"8600000US16404","ZCTA5 16404","2","3","2","3","0","10"
"8600000US16405","ZCTA5 16405","0","10","0","10","0","10"
"8600000US16406","ZCTA5 16406","10","7","7","6","3","4"
"8600000US16407","ZCTA5 16407","16","18","16","18","0","16"
"8600000US16410","ZCTA5 16410","0","10","0","10","0","10"
"8600000US16411","ZCTA5 16411","0","10","0","10","0","10"
"8600000US16412","ZCTA5 16412","15","21","15","21","0","16"
"8600000US16415","ZCTA5 16415","44","44","44","44","0","15"
"8600000US16416","ZCTA5 16416","0","10","0","10","0","10"
"8600000US16417","ZCTA5 16417","95","78","95","78","0","15"
"8600000US16420","ZCTA5 16420","0","10","0","10","0","10"
"8600000US16421","ZCTA5 16421","0","10","0","10","0","10"
"8600000US16422","ZCTA5 16422","0","10","0","10","0","10"
"8600000US16423","ZCTA5 16423","0","10","0","10","0","10"
"8600000US16424","ZCTA5 16424","5","7","5","7","0","10"
"8600000US16426","ZCTA5 16426","6","9","6","9","0","10"
"8600000US16427","ZCTA5 16427","0","10","0","10","0","10"
"8600000US16428","ZCTA5 16428","101","69","101","69","0","16"
"8600000US16433","ZCTA5 16433","7","8","7","8","0","15"
"8600000US16434","ZCTA5 16434","5","6","5","6","0","10"
"8600000US16435","ZCTA5 16435","2","3","2","3","0","10"
"8600000US16436","ZCTA5 16436","5","7","5","7","0","10"
"8600000US16438","ZCTA5 16438","3","6","3","6","0","15"
"8600000US16440","ZCTA5 16440","2","3","2","3","0","10"
"8600000US16441","ZCTA5 16441","25","27","25","27","0","16"
"8600000US16442","ZCTA5 16442","6","10","6","10","0","10"
"8600000US16443","ZCTA5 16443","0","10","0","10","0","10"
"8600000US16444","ZCTA5 16444","0","10","0","10","0","10"
"8600000US16501","ZCTA5 16501","100","52","100","52","0","10"
"8600000US16502","ZCTA5 16502","513","147","513","147","0","16"
"8600000US16503","ZCTA5 16503","528","118","474","109","54","49"
"8600000US16504","ZCTA5 16504","121","76","121","76","0","16"
"8600000US16505","ZCTA5 16505","26","24","26","24","0","16"
"8600000US16506","ZCTA5 16506","148","74","148","74","0","19"
"8600000US16507","ZCTA5 16507","207","90","207","90","0","15"
"8600000US16508","ZCTA5 16508","231","107","222","105","9","14"
"8600000US16509","ZCTA5 16509","151","122","101","76","50","81"
"8600000US16510","ZCTA5 16510","276","97","264","98","12","17"
"8600000US16511","ZCTA5 16511","247","89","247","89","0","16"
"8600000US16546","ZCTA5 16546","0","10","0","10","0","10"
"8600000US16563","ZCTA5 16563","0","10","0","10","0","10"
"8600000US16601","ZCTA5 16601","181","96","181","96","0","22"
"8600000US16602","ZCTA5 16602","140","72","140","72","0","19"
"8600000US16611","ZCTA5 16611","7","28","7","28","0","10"
"8600000US16613","ZCTA5 16613","6","6","6","6","0","10"
"8600000US16616","ZCTA5 16616","0","10","0","10","0","10"
"8600000US16617","ZCTA5 16617","0","10","0","10","0","10"
"8600000US16619","ZCTA5 16619","0","10","0","10","0","10"
"8600000US16620","ZCTA5 16620","5","8","5","8","0","10"
"8600000US16621","ZCTA5 16621","2","3","2","3","0","10"
"8600000US16622","ZCTA5 16622","0","10","0","10","0","10"
"8600000US16623","ZCTA5 16623","0","10","0","10","0","10"
"8600000US16624","ZCTA5 16624","1","2","1","2","0","10"
"8600000US16625","ZCTA5 16625","0","10","0","10","0","10"
"8600000US16627","ZCTA5 16627","0","10","0","10","0","10"
"8600000US16630","ZCTA5 16630","11","12","11","12","0","10"
"8600000US16631","ZCTA5 16631","0","10","0","10","0","10"
"8600000US16633","ZCTA5 16633","0","10","0","10","0","10"
"8600000US16634","ZCTA5 16634","0","10","0","10","0","10"
"8600000US16635","ZCTA5 16635","8","11","8","11","0","16"
"8600000US16636","ZCTA5 16636","0","10","0","10","0","10"
"8600000US16637","ZCTA5 16637","0","10","0","10","0","10"
"8600000US16638","ZCTA5 16638","0","10","0","10","0","10"
"8600000US16639","ZCTA5 16639","0","10","0","10","0","10"
"8600000US16640","ZCTA5 16640","5","5","5","5","0","10"
"8600000US16641","ZCTA5 16641","14","16","14","16","0","10"
"8600000US16645","ZCTA5 16645","0","10","0","10","0","10"
"8600000US16646","ZCTA5 16646","3","5","3","5","0","10"
"8600000US16647","ZCTA5 16647","0","10","0","10","0","10"
"8600000US16648","ZCTA5 16648","0","16","0","16","0","16"
"8600000US16650","ZCTA5 16650","6","8","6","8","0","10"
"8600000US16651","ZCTA5 16651","0","15","0","15","0","15"
"8600000US16652","ZCTA5 16652","35","30","35","30","0","16"
"8600000US16655","ZCTA5 16655","0","10","0","10","0","10"
"8600000US16656","ZCTA5 16656","0","10","0","10","0","10"
"8600000US16657","ZCTA5 16657","1","2","1","2","0","10"
"8600000US16659","ZCTA5 16659","0","10","0","10","0","10"
"8600000US16661","ZCTA5 16661","0","10","0","10","0","10"
"8600000US16662","ZCTA5 16662","0","15","0","15","0","15"
"8600000US16664","ZCTA5 16664","4","7","4","7","0","10"
"8600000US16665","ZCTA5 16665","5","8","5","8","0","10"
"8600000US16666","ZCTA5 16666","0","10","0","10","0","10"
"8600000US16667","ZCTA5 16667","0","10","0","10","0","10"
"8600000US16668","ZCTA5 16668","0","10","0","10","0","10"
"8600000US16669","ZCTA5 16669","6","11","6","11","0","10"
"8600000US16670","ZCTA5 16670","0","10","0","10","0","10"
"8600000US16671","ZCTA5 16671","0","10","0","10","0","10"
"8600000US16672","ZCTA5 16672","0","10","0","10","0","10"
"8600000US16673","ZCTA5 16673","3","5","3","5","0","15"
"8600000US16674","ZCTA5 16674","0","10","0","10","0","10"
"8600000US16677","ZCTA5 16677","0","10","0","10","0","10"
"8600000US16678","ZCTA5 16678","13","14","11","10","2","8"
"8600000US16679","ZCTA5 16679","0","10","0","10","0","10"
"8600000US16680","ZCTA5 16680","0","10","0","10","0","10"
"8600000US16682","ZCTA5 16682","0","10","0","10","0","10"
"8600000US16683","ZCTA5 16683","0","10","0","10","0","10"
"8600000US16685","ZCTA5 16685","0","10","0","10","0","10"
"8600000US16686","ZCTA5 16686","48","40","48","40","0","16"
"8600000US16689","ZCTA5 16689","0","10","0","10","0","10"
"8600000US16691","ZCTA5 16691","2","5","2","5","0","10"
"8600000US16692","ZCTA5 16692","0","10","0","10","0","10"
"8600000US16693","ZCTA5 16693","7","12","7","12","0","10"
"8600000US16694","ZCTA5 16694","0","10","0","10","0","10"
"8600000US16695","ZCTA5 16695","2","5","2","5","0","10"
"8600000US16699","ZCTA5 16699","0","10","0","10","0","10"
"8600000US16701","ZCTA5 16701","70","55","70","55","0","16"
"8600000US16720","ZCTA5 16720","7","6","7","6","0","10"
"8600000US16724","ZCTA5 16724","0","10","0","10","0","10"
"8600000US16725","ZCTA5 16725","0","10","0","10","0","10"
"8600000US16726","ZCTA5 16726","0","10","0","10","0","10"
"8600000US16727","ZCTA5 16727","0","10","0","10","0","10"
"8600000US16728","ZCTA5 16728","0","10","0","10","0","10"
"8600000US16729","ZCTA5 16729","0","10","0","10","0","10"
"8600000US16730","ZCTA5 16730","0","10","0","10","0","10"
"8600000US16731","ZCTA5 16731","0","10","0","10","0","10"
"8600000US16732","ZCTA5 16732","0","10","0","10","0","10"
"8600000US16733","ZCTA5 16733","0","10","0","10","0","10"
"8600000US16734","ZCTA5 16734","0","10","0","10","0","10"
