"GEO_ID","NAME","B25014I_001E","B25014I_001M","B25014I_002E","B25014I_002M","B25014I_003E","B25014I_003M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!1.00 or less occupants per room","Margin of Error!!Total!!1.00 or less occupants per room","Estimate!!Total!!1.01 or more occupants per room","Margin of Error!!Total!!1.01 or more occupants per room"
"8600000US53192","ZCTA5 53192","0","9","0","9","0","9"
"8600000US53195","ZCTA5 53195","6","9","6","9","0","9"
"8600000US53202","ZCTA5 53202","593","158","576","152","17","27"
"8600000US53203","ZCTA5 53203","11","12","11","12","0","9"
"8600000US53204","ZCTA5 53204","7644","343","6992","384","652","158"
"8600000US53205","ZCTA5 53205","72","38","72","38","0","12"
"8600000US53206","ZCTA5 53206","113","56","80","33","33","38"
"8600000US53207","ZCTA5 53207","1683","217","1629","217","54","33"
"8600000US53208","ZCTA5 53208","940","191","893","194","47","45"
"8600000US53209","ZCTA5 53209","516","144","475","131","41","48"
"8600000US53210","ZCTA5 53210","359","129","354","129","5","8"
"8600000US53211","ZCTA5 53211","522","143","522","143","0","18"
"8600000US53212","ZCTA5 53212","1052","160","1040","157","12","15"
"8600000US53213","ZCTA5 53213","255","105","255","105","0","16"
"8600000US53214","ZCTA5 53214","1875","263","1792","263","83","45"
"8600000US53215","ZCTA5 53215","10787","414","10074","413","713","184"
"8600000US53216","ZCTA5 53216","343","112","343","112","0","18"
"8600000US53217","ZCTA5 53217","225","73","215","68","10","17"
"8600000US53218","ZCTA5 53218","480","145","441","133","39","44"
"8600000US53219","ZCTA5 53219","1866","267","1782","257","84","63"
"8600000US53220","ZCTA5 53220","1340","210","1282","206","58","48"
"8600000US53221","ZCTA5 53221","2645","299","2388","274","257","112"
"8600000US53222","ZCTA5 53222","327","113","296","110","31","30"
"8600000US53223","ZCTA5 53223","294","141","294","141","0","16"
"8600000US53224","ZCTA5 53224","630","181","574","176","56","69"
"8600000US53225","ZCTA5 53225","492","134","462","129","30","30"
"8600000US53226","ZCTA5 53226","185","83","158","76","27","39"
"8600000US53227","ZCTA5 53227","788","157","768","156","20","23"
"8600000US53228","ZCTA5 53228","323","90","297","92","26","21"
"8600000US53233","ZCTA5 53233","346","98","295","97","51","33"
"8600000US53235","ZCTA5 53235","388","154","350","148","38","49"
"8600000US53295","ZCTA5 53295","0","9","0","9","0","9"
"8600000US53402","ZCTA5 53402","1123","203","1058","210","65","53"
"8600000US53403","ZCTA5 53403","2089","257","2052","270","37","47"
"8600000US53404","ZCTA5 53404","1546","239","1481","243","65","56"
"8600000US53405","ZCTA5 53405","1011","215","943","222","68","60"
"8600000US53406","ZCTA5 53406","601","149","571","147","30","29"
"8600000US53501","ZCTA5 53501","0","9","0","9","0","9"
"8600000US53502","ZCTA5 53502","5","8","5","8","0","9"
"8600000US53503","ZCTA5 53503","7","7","7","7","0","9"
"8600000US53504","ZCTA5 53504","9","12","9","12","0","9"
"8600000US53505","ZCTA5 53505","3","4","3","4","0","9"
"8600000US53506","ZCTA5 53506","2","3","2","3","0","9"
"8600000US53507","ZCTA5 53507","5","6","5","6","0","9"
"8600000US53508","ZCTA5 53508","56","34","47","32","9","12"
"8600000US53510","ZCTA5 53510","0","9","0","9","0","9"
"8600000US53511","ZCTA5 53511","2055","227","1830","241","225","125"
"8600000US53515","ZCTA5 53515","17","17","17","17","0","9"
"8600000US53516","ZCTA5 53516","19","15","19","15","0","9"
"8600000US53517","ZCTA5 53517","18","10","15","10","3","4"
"8600000US53518","ZCTA5 53518","7","7","7","7","0","9"
"8600000US53520","ZCTA5 53520","32","32","26","30","6","12"
"8600000US53521","ZCTA5 53521","52","22","47","22","5","7"
"8600000US53522","ZCTA5 53522","0","9","0","9","0","9"
"8600000US53523","ZCTA5 53523","31","27","31","27","0","12"
"8600000US53525","ZCTA5 53525","94","31","87","30","7","8"
"8600000US53526","ZCTA5 53526","9","15","9","15","0","9"
"8600000US53527","ZCTA5 53527","63","60","27","32","36","55"
"8600000US53528","ZCTA5 53528","39","27","39","27","0","12"
"8600000US53529","ZCTA5 53529","40","29","30","26","10","17"
"8600000US53530","ZCTA5 53530","61","31","44","22","17","24"
"8600000US53531","ZCTA5 53531","19","22","19","22","0","9"
"8600000US53532","ZCTA5 53532","124","70","101","68","23","35"
"8600000US53533","ZCTA5 53533","3","5","3","5","0","12"
"8600000US53534","ZCTA5 53534","157","99","157","99","0","14"
"8600000US53536","ZCTA5 53536","84","57","84","57","0","12"
"8600000US53537","ZCTA5 53537","0","9","0","9","0","9"
"8600000US53538","ZCTA5 53538","329","91","295","99","34","45"
"8600000US53540","ZCTA5 53540","16","14","8","11","8","12"
"8600000US53541","ZCTA5 53541","4","6","4","6","0","9"
"8600000US53543","ZCTA5 53543","4","6","4","6","0","9"
"8600000US53544","ZCTA5 53544","3","4","3","4","0","9"
"8600000US53545","ZCTA5 53545","339","122","302","117","37","41"
"8600000US53546","ZCTA5 53546","451","145","412","135","39","45"
"8600000US53548","ZCTA5 53548","228","100","228","100","0","14"
"8600000US53549","ZCTA5 53549","240","93","214","87","26","31"
"8600000US53550","ZCTA5 53550","5","6","5","6","0","9"
"8600000US53551","ZCTA5 53551","258","103","108","73","150","85"
"8600000US53553","ZCTA5 53553","0","9","0","9","0","9"
"8600000US53554","ZCTA5 53554","13","16","13","16","0","9"
"8600000US53555","ZCTA5 53555","58","32","56","32","2","3"
"8600000US53556","ZCTA5 53556","36","19","36","19","0","9"
"8600000US53557","ZCTA5 53557","0","9","0","9","0","9"
"8600000US53558","ZCTA5 53558","83","66","83","66","0","14"
"8600000US53559","ZCTA5 53559","170","68","139","80","31","21"
"8600000US53560","ZCTA5 53560","21","11","21","11","0","9"
"8600000US53561","ZCTA5 53561","5","7","5","7","0","9"
"8600000US53562","ZCTA5 53562","261","98","200","83","61","71"
"8600000US53563","ZCTA5 53563","81","77","81","77","0","14"
"8600000US53565","ZCTA5 53565","22","21","22","21","0","9"
"8600000US53566","ZCTA5 53566","121","58","102","62","19","30"
"8600000US53569","ZCTA5 53569","13","12","13","12","0","9"
"8600000US53570","ZCTA5 53570","18","14","18","14","0","9"
"8600000US53571","ZCTA5 53571","0","9","0","9","0","9"
"8600000US53572","ZCTA5 53572","43","34","34","30","9","13"
"8600000US53573","ZCTA5 53573","15","17","15","17","0","9"
"8600000US53574","ZCTA5 53574","21","18","21","18","0","9"
"8600000US53575","ZCTA5 53575","61","46","61","46","0","14"
"8600000US53576","ZCTA5 53576","5","6","5","6","0","9"
"8600000US53577","ZCTA5 53577","6","5","4","4","2","3"
"8600000US53578","ZCTA5 53578","103","86","87","86","16","24"
"8600000US53579","ZCTA5 53579","8","9","8","9","0","9"
"8600000US53580","ZCTA5 53580","0","9","0","9","0","9"
"8600000US53581","ZCTA5 53581","31","29","8","9","23","30"
"8600000US53582","ZCTA5 53582","21","18","21","18","0","9"
"8600000US53583","ZCTA5 53583","60","37","46","36","14","19"
"8600000US53585","ZCTA5 53585","132","43","132","43","0","9"
"8600000US53586","ZCTA5 53586","26","18","22","18","4","6"
"8600000US53587","ZCTA5 53587","3","4","3","4","0","9"
"8600000US53588","ZCTA5 53588","15","18","15","18","0","9"
"8600000US53589","ZCTA5 53589","155","89","152","89","3","4"
"8600000US53590","ZCTA5 53590","585","199","442","182","143","81"
"8600000US53593","ZCTA5 53593","80","66","80","66","0","16"
"8600000US53594","ZCTA5 53594","67","49","24","33","43","45"
"8600000US53597","ZCTA5 53597","168","92","140","87","28","33"
"8600000US53598","ZCTA5 53598","59","66","59","66","0","9"
"8600000US53599","ZCTA5 53599","7","11","7","11","0","9"
"8600000US53702","ZCTA5 53702","0","9","0","9","0","9"
"8600000US53703","ZCTA5 53703","660","185","618","179","42","65"
"8600000US53704","ZCTA5 53704","1132","238","947","240","185","104"
"8600000US53705","ZCTA5 53705","588","158","580","158","8","12"
"8600000US53706","ZCTA5 53706","0","12","0","12","0","12"
"8600000US53711","ZCTA5 53711","1283","257","1099","251","184","100"
"8600000US53713","ZCTA5 53713","1559","298","1271","332","288","201"
"8600000US53714","ZCTA5 53714","282","102","238","98","44","43"
"8600000US53715","ZCTA5 53715","453","190","433","186","20","24"
"8600000US53716","ZCTA5 53716","216","109","206","107","10","16"
"8600000US53717","ZCTA5 53717","132","88","132","88","0","14"
"8600000US53718","ZCTA5 53718","234","91","234","91","0","14"
"8600000US53719","ZCTA5 53719","735","265","721","266","14","24"
"8600000US53726","ZCTA5 53726","67","48","67","48","0","12"
"8600000US53792","ZCTA5 53792","0","9","0","9","0","9"
"8600000US53801","ZCTA5 53801","9","7","6","5","3","4"
"8600000US53802","ZCTA5 53802","0","9","0","9","0","9"
"8600000US53803","ZCTA5 53803","5","6","5","6","0","9"
"8600000US53804","ZCTA5 53804","21","13","17","13","4","4"
"8600000US53805","ZCTA5 53805","18","20","18","20","0","12"
"8600000US53806","ZCTA5 53806","11","12","11","12","0","9"
"8600000US53807","ZCTA5 53807","10","10","10","10","0","9"
"8600000US53808","ZCTA5 53808","0","9","0","9","0","9"
"8600000US53809","ZCTA5 53809","18","19","18","19","0","9"
"8600000US53810","ZCTA5 53810","0","9","0","9","0","9"
"8600000US53811","ZCTA5 53811","12","16","12","16","0","9"
"8600000US53813","ZCTA5 53813","19","15","19","15","0","12"
"8600000US53816","ZCTA5 53816","0","9","0","9","0","9"
"8600000US53817","ZCTA5 53817","0","9","0","9","0","9"
"8600000US53818","ZCTA5 53818","14","13","14","13","0","14"
"8600000US53820","ZCTA5 53820","0","9","0","9","0","9"
"8600000US53821","ZCTA5 53821","31","28","31","28","0","12"
"8600000US53825","ZCTA5 53825","0","9","0","9","0","9"
"8600000US53826","ZCTA5 53826","0","9","0","9","0","9"
"8600000US53827","ZCTA5 53827","2","3","0","9","2","3"
"8600000US53901","ZCTA5 53901","139","72","122","71","17","24"
"8600000US53910","ZCTA5 53910","33","14","33","14","0","9"
"8600000US53911","ZCTA5 53911","3","4","3","4","0","9"
"8600000US53913","ZCTA5 53913","230","107","230","107","0","16"
"8600000US53916","ZCTA5 53916","357","94","260","91","97","53"
"8600000US53919","ZCTA5 53919","34","25","34","25","0","9"
"8600000US53920","ZCTA5 53920","0","9","0","9","0","9"
"8600000US53922","ZCTA5 53922","0","9","0","9","0","9"
"8600000US53923","ZCTA5 53923","28","17","25","17","3","4"
"8600000US53924","ZCTA5 53924","9","11","9","11","0","9"
"8600000US53925","ZCTA5 53925","29","24","29","24","0","12"
"8600000US53926","ZCTA5 53926","3","4","3","4","0","9"
"8600000US53928","ZCTA5 53928","0","9","0","9","0","9"
"8600000US53929","ZCTA5 53929","6","10","0","9","6","10"
"8600000US53930","ZCTA5 53930","32","25","32","25","0","9"
"8600000US53931","ZCTA5 53931","0","9","0","9","0","9"
"8600000US53932","ZCTA5 53932","27","19","20","17","7","7"
"8600000US53933","ZCTA5 53933","24","18","24","18","0","9"
"8600000US53934","ZCTA5 53934","43","28","35","26","8","13"
"8600000US53935","ZCTA5 53935","0","9","0","9","0","9"
"8600000US53936","ZCTA5 53936","27","18","27","18","0","9"
"8600000US53937","ZCTA5 53937","2","4","2","4","0","9"
"8600000US53939","ZCTA5 53939","4","6","4","6","0","9"
"8600000US53941","ZCTA5 53941","3","4","3","4","0","9"
"8600000US53943","ZCTA5 53943","0","9","0","9","0","9"
"8600000US53944","ZCTA5 53944","18","15","18","15","0","9"
"8600000US53946","ZCTA5 53946","85","36","71","32","14","16"
"8600000US53947","ZCTA5 53947","3","5","3","5","0","9"
"8600000US53948","ZCTA5 53948","44","35","37","33","7","10"
"8600000US53949","ZCTA5 53949","35","19","35","19","0","12"
"8600000US53950","ZCTA5 53950","27","18","27","18","0","12"
"8600000US53951","ZCTA5 53951","52","30","37","22","15","16"
"8600000US53952","ZCTA5 53952","27","22","27","22","0","9"
"8600000US53953","ZCTA5 53953","0","9","0","9","0","9"
"8600000US53954","ZCTA5 53954","31","26","31","26","0","12"
"8600000US53955","ZCTA5 53955","13","19","13","19","0","12"
"8600000US53956","ZCTA5 53956","68","29","68","29","0","9"
"8600000US53959","ZCTA5 53959","106","61","101","62","5","9"
"8600000US53960","ZCTA5 53960","31","21","31","21","0","9"
"8600000US53961","ZCTA5 53961","6","8","6","8","0","9"
"8600000US53963","ZCTA5 53963","67","55","49","53","18","26"
"8600000US53964","ZCTA5 53964","26","19","26","19","0","9"
"8600000US53965","ZCTA5 53965","204","67","188","61","16","25"
"8600000US53968","ZCTA5 53968","5","6","5","6","0","9"
"8600000US53969","ZCTA5 53969","4","6","4","6","0","9"
"8600000US54001","ZCTA5 54001","24","18","24","18","0","12"
"8600000US54002","ZCTA5 54002","45","45","45","45","0","12"
"8600000US54003","ZCTA5 54003","0","9","0","9","0","9"
"8600000US54004","ZCTA5 54004","15","13","15","13","0","9"
"8600000US54005","ZCTA5 54005","8","10","8","10","0","9"
"8600000US54006","ZCTA5 54006","0","9","0","9","0","9"
"8600000US54007","ZCTA5 54007","0","9","0","9","0","9"
"8600000US54009","ZCTA5 54009","23","21","23","21","0","9"
"8600000US54010","ZCTA5 54010","0","9","0","9","0","9"
"8600000US54011","ZCTA5 54011","38","33","38","33","0","12"
"8600000US54013","ZCTA5 54013","12","13","12","13","0","9"
"8600000US54014","ZCTA5 54014","2","3","2","3","0","9"
"8600000US54015","ZCTA5 54015","22","26","17","24","5","8"
"8600000US54016","ZCTA5 54016","175","80","175","80","0","18"
"8600000US54017","ZCTA5 54017","35","34","35","34","0","14"
"8600000US54020","ZCTA5 54020","71","35","71","35","0","12"
"8600000US54021","ZCTA5 54021","58","41","58","41","0","12"
"8600000US54022","ZCTA5 54022","88","49","52","38","36","37"
"8600000US54023","ZCTA5 54023","21","18","13","12","8","13"
"8600000US54024","ZCTA5 54024","21","29","21","29","0","9"
"8600000US54025","ZCTA5 54025","88","64","88","64","0","12"
"8600000US54026","ZCTA5 54026","3","4","3","4","0","9"
"8600000US54027","ZCTA5 54027","1","2","1","2","0","9"
"8600000US54028","ZCTA5 54028","7","10","7","10","0","9"
"8600000US54082","ZCTA5 54082","0","9","0","9","0","9"
"8600000US54101","ZCTA5 54101","0","9","0","9","0","9"
"8600000US54102","ZCTA5 54102","4","6","4","6","0","9"
"8600000US54103","ZCTA5 54103","5","6","5","6","0","9"
"8600000US54104","ZCTA5 54104","0","9","0","9","0","9"
"8600000US54106","ZCTA5 54106","33","27","33","27","0","12"
"8600000US54107","ZCTA5 54107","4","8","4","8","0","9"
"8600000US54110","ZCTA5 54110","24","28","24","28","0","12"
"8600000US54111","ZCTA5 54111","23","31","23","31","0","9"
"8600000US54112","ZCTA5 54112","16","18","16","18","0","9"
"8600000US54113","ZCTA5 54113","61","59","61","59","0","9"
"8600000US54114","ZCTA5 54114","7","10","7","10","0","12"
"8600000US54115","ZCTA5 54115","143","94","143","94","0","18"
"8600000US54119","ZCTA5 54119","0","9","0","9","0","9"
"8600000US54120","ZCTA5 54120","0","9","0","9","0","9"
"8600000US54121","ZCTA5 54121","12","14","12","14","0","9"
"8600000US54123","ZCTA5 54123","3","5","0","9","3","5"
"8600000US54124","ZCTA5 54124","32","21","29","20","3","4"
"8600000US54125","ZCTA5 54125","0","9","0","9","0","9"
"8600000US54126","ZCTA5 54126","78","44","63","39","15","23"
"8600000US54127","ZCTA5 54127","0","9","0","9","0","9"
"8600000US54128","ZCTA5 54128","4","5","4","5","0","9"
"8600000US54129","ZCTA5 54129","30","22","30","22","0","9"
"8600000US54130","ZCTA5 54130","151","86","151","86","0","16"
"8600000US54135","ZCTA5 54135","34","22","34","22","0","9"
"8600000US54136","ZCTA5 54136","67","47","60","45","7","14"
"8600000US54137","ZCTA5 54137","0","9","0","9","0","9"
"8600000US54138","ZCTA5 54138","8","11","8","11","0","9"
"8600000US54139","ZCTA5 54139","13","14","13","14","0","9"
"8600000US54140","ZCTA5 54140","101","69","92","68","9","18"
"8600000US54141","ZCTA5 54141","16","24","16","24","0","9"
"8600000US54143","ZCTA5 54143","69","30","69","30","0","14"
"8600000US54149","ZCTA5 54149","10","9","10","9","0","9"
"8600000US54150","ZCTA5 54150","2","4","2","4","0","9"
"8600000US54151","ZCTA5 54151","46","46","46","46","0","9"
"8600000US54153","ZCTA5 54153","29","37","3","5","26","37"
"8600000US54154","ZCTA5 54154","37","34","34","34","3","4"
"8600000US54155","ZCTA5 54155","41","53","41","53","0","12"
"8600000US54156","ZCTA5 54156","13","17","13","17","0","9"
"8600000US54157","ZCTA5 54157","61","59","61","59","0","12"
"8600000US54159","ZCTA5 54159","0","9","0","9","0","9"
"8600000US54160","ZCTA5 54160","0","9","0","9","0","9"
"8600000US54161","ZCTA5 54161","32","22","24","19","8","12"
"8600000US54162","ZCTA5 54162","12","12","12","12","0","12"
"8600000US54165","ZCTA5 54165","12","13","12","13","0","12"
"8600000US54166","ZCTA5 54166","78","40","78","40","0","14"
"8600000US54169","ZCTA5 54169","29","26","29","26","0","9"
"8600000US54170","ZCTA5 54170","53","31","46","29","7","8"
"8600000US54171","ZCTA5 54171","0","9","0","9","0","9"
"8600000US54173","ZCTA5 54173","0","9","0","9","0","9"
"8600000US54174","ZCTA5 54174","18","18","18","18","0","9"
"8600000US54175","ZCTA5 54175","0","9","0","9","0","9"
"8600000US54177","ZCTA5 54177","3","5","3","5","0","9"
"8600000US54180","ZCTA5 54180","74","50","31","25","43","48"
"8600000US54201","ZCTA5 54201","8","10","8","10","0","12"
"8600000US54202","ZCTA5 54202","0","9","0","9","0","9"
"8600000US54204","ZCTA5 54204","9","9","9","9","0","9"
"8600000US54205","ZCTA5 54205","12","11","12","11","0","9"
"8600000US54207","ZCTA5 54207","0","9","0","9","0","9"
"8600000US54208","ZCTA5 54208","16","14","16","14","0","12"
"8600000US54209","ZCTA5 54209","9","16","9","16","0","9"
"8600000US54210","ZCTA5 54210","6","8","6","8","0","9"
"8600000US54211","ZCTA5 54211","0","9","0","9","0","9"
"8600000US54212","ZCTA5 54212","17","20","17","20","0","9"
"8600000US54213","ZCTA5 54213","10","12","10","12","0","9"
"8600000US54214","ZCTA5 54214","0","9","0","9","0","9"
"8600000US54216","ZCTA5 54216","54","28","54","28","0","12"
"8600000US54217","ZCTA5 54217","37","24","37","24","0","12"
"8600000US54220","ZCTA5 54220","495","110","458","116","37","39"
"8600000US54227","ZCTA5 54227","6","8","6","8","0","9"
"8600000US54228","ZCTA5 54228","16","19","16","19","0","9"
"8600000US54229","ZCTA5 54229","59","48","59","48","0","9"
"8600000US54230","ZCTA5 54230","31","27","29","27","2","3"
"8600000US54232","ZCTA5 54232","16","13","16","13","0","9"
"8600000US54234","ZCTA5 54234","10","14","10","14","0","9"
"8600000US54235","ZCTA5 54235","196","60","183","68","13","19"
"8600000US54241","ZCTA5 54241","214","93","214","93","0","14"
"8600000US54245","ZCTA5 54245","26","23","26","23","0","9"
"8600000US54246","ZCTA5 54246","6","7","6","7","0","9"
"8600000US54247","ZCTA5 54247","9","8","9","8","0","9"
"8600000US54301","ZCTA5 54301","532","114","437","113","95","69"
"8600000US54302","ZCTA5 54302","2614","270","2216","265","398","174"
"8600000US54303","ZCTA5 54303","707","207","703","206","4","8"
"8600000US54304","ZCTA5 54304","294","123","287","121","7","13"
"8600000US54307","ZCTA5 54307","0","9","0","9","0","9"
"8600000US54311","ZCTA5 54311","705","185","595","190","110","75"
"8600000US54313","ZCTA5 54313","194","136","188","136","6","10"
"8600000US54401","ZCTA5 54401","229","91","201","88","28","35"
"8600000US54403","ZCTA5 54403","186","95","186","95","0","16"
"8600000US54405","ZCTA5 54405","169","53","131","52","38","42"
"8600000US54406","ZCTA5 54406","6","9","6","9","0","9"
"8600000US54407","ZCTA5 54407","6","7","6","7","0","9"
"8600000US54408","ZCTA5 54408","7","12","7","12","0","9"
"8600000US54409","ZCTA5 54409","60","37","60","37","0","14"
"8600000US54410","ZCTA5 54410","17","14","10","12","7","8"
"8600000US54411","ZCTA5 54411","16","17","16","17","0","12"
"8600000US54412","ZCTA5 54412","25","27","25","27","0","9"
"8600000US54413","ZCTA5 54413","0","9","0","9","0","9"
"8600000US54414","ZCTA5 54414","28","28","28","28","0","9"
"8600000US54416","ZCTA5 54416","10","10","4","4","6","9"
"8600000US54417","ZCTA5 54417","0","9","0","9","0","9"
"8600000US54418","ZCTA5 54418","4","5","4","5","0","9"
"8600000US54420","ZCTA5 54420","2","3","2","3","0","9"
"8600000US54421","ZCTA5 54421","101","38","93","37","8","9"
"8600000US54422","ZCTA5 54422","62","21","52","20","10","7"
"8600000US54423","ZCTA5 54423","12","13","12","13","0","9"
"8600000US54424","ZCTA5 54424","1","2","1","2","0","9"
"8600000US54425","ZCTA5 54425","32","20","25","18","7","10"
"8600000US54426","ZCTA5 54426","0","9","0","9","0","9"
"8600000US54427","ZCTA5 54427","54","59","12","15","42","58"
"8600000US54428","ZCTA5 54428","0","9","0","9","0","9"
"8600000US54430","ZCTA5 54430","0","9","0","9","0","9"
"8600000US54433","ZCTA5 54433","2","3","2","3","0","9"
"8600000US54435","ZCTA5 54435","12","16","12","16","0","9"
"8600000US54436","ZCTA5 54436","18","16","18","16","0","9"
"8600000US54437","ZCTA5 54437","12","8","12","8","0","9"
"8600000US54440","ZCTA5 54440","8","8","5","7","3","5"
"8600000US54441","ZCTA5 54441","5","9","5","9","0","9"
"8600000US54442","ZCTA5 54442","1","4","1","4","0","9"
"8600000US54443","ZCTA5 54443","13","8","9","7","4","6"
"8600000US54446","ZCTA5 54446","26","16","19","14","7","7"
"8600000US54447","ZCTA5 54447","0","9","0","9","0","9"
"8600000US54448","ZCTA5 54448","36","28","36","28","0","9"
"8600000US54449","ZCTA5 54449","180","78","180","78","0","16"
"8600000US54450","ZCTA5 54450","22","19","22","19","0","9"
"8600000US54451","ZCTA5 54451","59","21","59","21","0","14"
"8600000US54452","ZCTA5 54452","56","30","56","30","0","14"
"8600000US54454","ZCTA5 54454","3","5","3","5","0","9"
"8600000US54455","ZCTA5 54455","22","24","22","24","0","14"
"8600000US54456","ZCTA5 54456","36","24","36","24","0","12"
"8600000US54457","ZCTA5 54457","68","39","68","39","0","12"
"8600000US54458","ZCTA5 54458","1","2","1","2","0","9"
"8600000US54459","ZCTA5 54459","4","4","4","4","0","9"
"8600000US54460","ZCTA5 54460","14","9","6","5","8","8"
"8600000US54462","ZCTA5 54462","0","9","0","9","0","9"
"8600000US54463","ZCTA5 54463","0","9","0","9","0","9"
"8600000US54465","ZCTA5 54465","0","9","0","9","0","9"
"8600000US54466","ZCTA5 54466","5","6","5","6","0","9"
"8600000US54467","ZCTA5 54467","108","81","94","80","14","13"
"8600000US54469","ZCTA5 54469","16","17","16","17","0","9"
"8600000US54470","ZCTA5 54470","23","19","23","19","0","9"
"8600000US54471","ZCTA5 54471","3","5","3","5","0","9"
"8600000US54473","ZCTA5 54473","32","25","32","25","0","9"
"8600000US54474","ZCTA5 54474","0","9","0","9","0","9"
"8600000US54475","ZCTA5 54475","10","11","10","11","0","9"
"8600000US54476","ZCTA5 54476","100","74","85","71","15","24"
"8600000US54479","ZCTA5 54479","0","9","0","9","0","9"
"8600000US54480","ZCTA5 54480","20","16","20","16","0","9"
"8600000US54481","ZCTA5 54481","226","75","226","75","0","16"
"8600000US54482","ZCTA5 54482","114","75","114","75","0","12"
"8600000US54484","ZCTA5 54484","23","21","23","21","0","12"
"8600000US54485","ZCTA5 54485","0","9","0","9","0","9"
"8600000US54486","ZCTA5 54486","2","3","2","3","0","9"
"8600000US54487","ZCTA5 54487","22","20","22","20","0","12"
"8600000US54488","ZCTA5 54488","17","13","17","13","0","9"
"8600000US54489","ZCTA5 54489","0","9","0","9","0","9"
"8600000US54490","ZCTA5 54490","20","16","20","16","0","9"
"8600000US54491","ZCTA5 54491","6","8","6","8","0","9"
"8600000US54493","ZCTA5 54493","4","7","4","7","0","9"
"8600000US54494","ZCTA5 54494","119","67","119","67","0","16"
"8600000US54495","ZCTA5 54495","54","49","54","49","0","12"
"8600000US54498","ZCTA5 54498","5","5","2","3","3","4"
"8600000US54499","ZCTA5 54499","29","24","19","16","10","16"
"8600000US54501","ZCTA5 54501","34","26","34","26","0","14"
"8600000US54511","ZCTA5 54511","33","19","33","19","0","9"
"8600000US54512","ZCTA5 54512","6","9","6","9","0","9"
"8600000US54513","ZCTA5 54513","0","9","0","9","0","9"
"8600000US54514","ZCTA5 54514","6","8","6","8","0","9"
"8600000US54515","ZCTA5 54515","7","13","7","13","0","9"
"8600000US54517","ZCTA5 54517","0","9","0","9","0","9"
"8600000US54519","ZCTA5 54519","18","26","18","26","0","9"
"8600000US54520","ZCTA5 54520","38","17","34","17","4","7"
"8600000US54521","ZCTA5 54521","59","32","59","32","0","12"
"8600000US54524","ZCTA5 54524","2","7","2","7","0","9"
"8600000US54525","ZCTA5 54525","0","9","0","9","0","9"
"8600000US54526","ZCTA5 54526","3","4","3","4","0","9"
"8600000US54527","ZCTA5 54527","6","7","6","7","0","9"
"8600000US54529","ZCTA5 54529","4","6","4","6","0","9"
"8600000US54530","ZCTA5 54530","0","9","0","9","0","9"
"8600000US54531","ZCTA5 54531","6","11","6","11","0","9"
"8600000US54534","ZCTA5 54534","9","11","9","11","0","9"
"8600000US54536","ZCTA5 54536","0","9","0","9","0","9"
"8600000US54537","ZCTA5 54537","0","9","0","9","0","9"
"8600000US54538","ZCTA5 54538","3","4","3","4","0","9"
"8600000US54539","ZCTA5 54539","0","9","0","9","0","9"
"8600000US54540","ZCTA5 54540","7","10","7","10","0","11"
"8600000US54541","ZCTA5 54541","0","9","0","9","0","9"
"8600000US54542","ZCTA5 54542","0","9","0","9","0","9"
"8600000US54545","ZCTA5 54545","4","8","4","8","0","9"
"8600000US54546","ZCTA5 54546","15","13","15","13","0","9"
"8600000US54547","ZCTA5 54547","2","7","2","7","0","9"
"8600000US54548","ZCTA5 54548","38","35","38","35","0","9"
"8600000US54550","ZCTA5 54550","0","9","0","9","0","9"
"8600000US54552","ZCTA5 54552","53","23","53","23","0","9"
"8600000US54554","ZCTA5 54554","0","11","0","11","0","11"
"8600000US54555","ZCTA5 54555","4","4","4","4","0","9"
"8600000US54556","ZCTA5 54556","3","4","3","4","0","9"
"8600000US54557","ZCTA5 54557","16","19","16","19","0","9"
"8600000US54558","ZCTA5 54558","0","9","0","9","0","9"
"8600000US54559","ZCTA5 54559","7","10","7","10","0","9"
"8600000US54560","ZCTA5 54560","0","9","0","9","0","9"
"8600000US54561","ZCTA5 54561","0","9","0","9","0","9"
"8600000US54562","ZCTA5 54562","5","7","5","7","0","9"
"8600000US54563","ZCTA5 54563","0","9","0","9","0","9"
"8600000US54564","ZCTA5 54564","0","9","0","9","0","9"
"8600000US54565","ZCTA5 54565","0","9","0","9","0","9"
"8600000US54566","ZCTA5 54566","0","9","0","9","0","9"
"8600000US54568","ZCTA5 54568","19","22","19","22","0","12"
"8600000US54601","ZCTA5 54601","348","100","318","97","30","29"
"8600000US54603","ZCTA5 54603","169","115","169","115","0","14"
"8600000US54610","ZCTA5 54610","10","8","10","8","0","9"
"8600000US54611","ZCTA5 54611","44","25","26","18","18","16"
"8600000US54612","ZCTA5 54612","294","37","199","44","95","37"
"8600000US54613","ZCTA5 54613","13","12","13","12","0","9"
"8600000US54614","ZCTA5 54614","19","21","19","21","0","9"
"8600000US54615","ZCTA5 54615","12","10","12","10","0","14"
"8600000US54616","ZCTA5 54616","23","18","23","18","0","9"
"8600000US54618","ZCTA5 54618","2","4","2","4","0","9"
"8600000US54619","ZCTA5 54619","35","23","35","23","0","9"
"8600000US54621","ZCTA5 54621","9","8","9","8","0","9"
"8600000US54622","ZCTA5 54622","10","10","10","10","0","9"
"8600000US54623","ZCTA5 54623","11","13","11","13","0","9"
"8600000US54624","ZCTA5 54624","3","4","3","4","0","9"
