"GEO_ID","NAME","B03003_001E","B03003_001M","B03003_002E","B03003_002M","B03003_003E","B03003_003M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Not Hispanic or Latino","Margin of Error!!Total!!Not Hispanic or Latino","Estimate!!Total!!Hispanic or Latino","Margin of Error!!Total!!Hispanic or Latino"
"8600000US31625","ZCTA5 31625","972","306","972","306","0","13"
"8600000US31634","ZCTA5 31634","5622","332","5441","284","181","179"
"8600000US31638","ZCTA5 31638","1107","353","1058","343","49","66"
"8600000US31647","ZCTA5 31647","3660","388","3362","375","298","150"
"8600000US31650","ZCTA5 31650","3404","555","2459","442","945","370"
"8600000US31709","ZCTA5 31709","15659","887","14604","856","1055","234"
"8600000US31756","ZCTA5 31756","791","445","791","445","0","13"
"8600000US31763","ZCTA5 31763","24186","487","23676","473","510","217"
"8600000US31768","ZCTA5 31768","22858","1186","18954","1008","3904","764"
"8600000US31901","ZCTA5 31901","6336","554","6089","559","247","122"
"8600000US31555","ZCTA5 31555","2793","519","2550","472","243","171"
"8600000US31558","ZCTA5 31558","21307","365","19792","502","1515","430"
"8600000US31565","ZCTA5 31565","2008","288","2008","288","0","13"
"8600000US31566","ZCTA5 31566","4839","777","4666","774","173","128"
"8600000US31601","ZCTA5 31601","32084","1349","30260","1389","1824","506"
"8600000US31637","ZCTA5 31637","2891","342","2447","275","444","216"
"8600000US31605","ZCTA5 31605","22289","1030","20748","1148","1541","477"
"8600000US31623","ZCTA5 31623","113","67","113","67","0","13"
"8600000US31631","ZCTA5 31631","415","162","415","162","0","13"
"8600000US31643","ZCTA5 31643","9062","614","8497","534","565","256"
"8600000US31707","ZCTA5 31707","26094","1124","25348","1138","746","320"
"8600000US31764","ZCTA5 31764","1514","288","1431","279","83","92"
"8600000US31771","ZCTA5 31771","6204","923","4524","648","1680","700"
"8600000US31781","ZCTA5 31781","2264","440","2258","440","6","14"
"8600000US31792","ZCTA5 31792","24017","744","23304","723","713","280"
"8600000US31829","ZCTA5 31829","956","269","933","265","23","37"
"8600000US31830","ZCTA5 31830","2571","461","2548","464","23","31"
"8600000US31833","ZCTA5 31833","7188","739","7178","742","10","19"
"8600000US31836","ZCTA5 31836","849","139","849","139","0","13"
"8600000US31055","ZCTA5 31055","8194","801","6475","802","1719","161"
"8600000US31064","ZCTA5 31064","9071","476","8929","471","142","118"
"8600000US31070","ZCTA5 31070","985","246","937","238","48","48"
"8600000US31072","ZCTA5 31072","1357","259","1246","248","111","98"
"8600000US31090","ZCTA5 31090","959","202","912","191","47","55"
"8600000US31092","ZCTA5 31092","7133","346","6767","364","366","217"
"8600000US31210","ZCTA5 31210","34305","1321","33059","1292","1246","412"
"8600000US31302","ZCTA5 31302","8139","836","7758","783","381","234"
"8600000US31323","ZCTA5 31323","1213","166","1193","161","20","30"
"8600000US31326","ZCTA5 31326","20230","773","18698","793","1532","313"
"8600000US31404","ZCTA5 31404","32876","1276","31908","1266","968","297"
"8600000US31501","ZCTA5 31501","14963","816","14807","801","156","98"
"8600000US31532","ZCTA5 31532","650","178","641","175","9","15"
"8600000US31545","ZCTA5 31545","15652","894","14827","796","825","285"
"8600000US31549","ZCTA5 31549","2157","435","2157","435","0","13"
"8600000US31001","ZCTA5 31001","4563","233","4321","233","242","130"
"8600000US31006","ZCTA5 31006","4476","385","4440","398","36","70"
"8600000US31008","ZCTA5 31008","18381","1189","17897","1138","484","294"
"8600000US31088","ZCTA5 31088","54742","1801","50172","1604","4570","859"
"8600000US31206","ZCTA5 31206","26526","1494","25618","1513","908","354"
"8600000US31216","ZCTA5 31216","17246","971","15772","906","1474","343"
"8600000US31301","ZCTA5 31301","4006","556","3667","576","339","210"
"8600000US31303","ZCTA5 31303","2621","506","2621","506","0","13"
"8600000US31305","ZCTA5 31305","5983","705","5930","706","53","41"
"8600000US31324","ZCTA5 31324","25643","485","23383","496","2260","119"
"8600000US31401","ZCTA5 31401","20256","906","19101","903","1155","206"
"8600000US31408","ZCTA5 31408","10516","544","8586","540","1930","491"
"8600000US31410","ZCTA5 31410","24445","902","23050","979","1395","547"
"8600000US31518","ZCTA5 31518","927","251","713","202","214","181"
"8600000US31543","ZCTA5 31543","4292","726","4211","719","81","56"
"8600000US31632","ZCTA5 31632","12958","1060","12412","1133","546","201"
"8600000US31757","ZCTA5 31757","10764","726","10333","674","431","237"
"8600000US31780","ZCTA5 31780","2100","300","2020","293","80","79"
"8600000US31810","ZCTA5 31810","245","76","245","76","0","13"
"8600000US31772","ZCTA5 31772","536","155","536","155","0","13"
"8600000US31784","ZCTA5 31784","764","212","742","211","22","43"
"8600000US31812","ZCTA5 31812","585","180","585","180","0","13"
"8600000US31824","ZCTA5 31824","1695","177","1450","199","245","150"
"8600000US31825","ZCTA5 31825","2358","330","2353","330","5","9"
"8600000US31832","ZCTA5 31832","274","119","274","119","0","13"
"8600000US31003","ZCTA5 31003","88","45","88","45","0","13"
"8600000US31007","ZCTA5 31007","1132","211","1007","206","125","91"
"8600000US31022","ZCTA5 31022","1715","267","1703","268","12","14"
"8600000US31023","ZCTA5 31023","14276","698","13710","673","566","120"
"8600000US31057","ZCTA5 31057","2238","256","2200","257","38","63"
"8600000US31320","ZCTA5 31320","8258","562","7991","548","267","97"
"8600000US31307","ZCTA5 31307","908","415","908","415","0","13"
"8600000US31315","ZCTA5 31315","7640","586","6262","537","1378","336"
"8600000US31316","ZCTA5 31316","13243","824","12539","726","704","292"
"8600000US31329","ZCTA5 31329","9950","909","9445","828","505","299"
"8600000US34202","ZCTA5 34202","23739","1088","21235","1120","2504","760"
"8600000US34432","ZCTA5 34432","12583","920","11547","792","1036","369"
"8600000US34450","ZCTA5 34450","10747","886","10098","862","649","304"
"8600000US34461","ZCTA5 34461","10664","953","10177","890","487","230"
"8600000US34472","ZCTA5 34472","31632","1550","25131","1569","6501","1184"
"8600000US34476","ZCTA5 34476","22665","1198","19815","1144","2850","631"
"8600000US34609","ZCTA5 34609","41250","1366","34555","1244","6695","718"
"8600000US34667","ZCTA5 34667","33960","1286","31207","1220","2753","640"
"8600000US34679","ZCTA5 34679","103","81","103","81","0","13"
"8600000US34689","ZCTA5 34689","27496","655","25170","792","2326","488"
"8600000US34705","ZCTA5 34705","2649","438","2202","429","447","209"
"8600000US34739","ZCTA5 34739","334","190","281","146","53","87"
"8600000US34108","ZCTA5 34108","16636","793","15126","728","1510","394"
"8600000US34117","ZCTA5 34117","15794","1074","9788","805","6006","861"
"8600000US34138","ZCTA5 34138","268","316","268","316","0","13"
"8600000US34139","ZCTA5 34139","486","408","471","407","15","21"
"8600000US34217","ZCTA5 34217","5127","122","4928","161","199","121"
"8600000US34219","ZCTA5 34219","23792","1156","21277","938","2515","597"
"8600000US34228","ZCTA5 34228","7233","29","7071","149","162","148"
"8600000US34232","ZCTA5 34232","34639","1280","29179","1097","5460","841"
"8600000US34243","ZCTA5 34243","32235","1550","28350","1208","3885","1015"
"8600000US34285","ZCTA5 34285","18069","781","17709","793","360","292"
"8600000US34293","ZCTA5 34293","37969","1093","36397","1099","1572","349"
"8600000US34436","ZCTA5 34436","8225","649","7808","650","417","232"
"8600000US34488","ZCTA5 34488","10499","1183","10102","1139","397","241"
"8600000US34498","ZCTA5 34498","576","125","562","123","14","18"
"8600000US34610","ZCTA5 34610","14656","1014","13497","967","1159","249"
"8600000US34685","ZCTA5 34685","18899","846","17838","921","1061","270"
"8600000US34731","ZCTA5 34731","13218","608","12541","599","677","222"
"8600000US34797","ZCTA5 34797","1084","318","915","283","169","128"
"8600000US34952","ZCTA5 34952","40063","1332","33348","1218","6715","952"
"8600000US34981","ZCTA5 34981","5139","1007","4425","962","714","339"
"8600000US34986","ZCTA5 34986","26317","2180","23079","2015","3238","825"
"8600000US34104","ZCTA5 34104","24121","1252","17622","1149","6499","725"
"8600000US34112","ZCTA5 34112","27543","1298","21959","1185","5584","693"
"8600000US34116","ZCTA5 34116","36531","1408","14760","1072","21771","1689"
"8600000US34142","ZCTA5 34142","30955","1959","10327","1414","20628","1383"
"8600000US34210","ZCTA5 34210","17023","1182","15288","1163","1735","527"
"8600000US34215","ZCTA5 34215","560","197","534","189","26","39"
"8600000US34216","ZCTA5 34216","874","196","864","197","10","15"
"8600000US34223","ZCTA5 34223","17370","832","16886","807","484","216"
"8600000US34239","ZCTA5 34239","15499","769","14127","707","1372","464"
"8600000US34240","ZCTA5 34240","11142","728","10596","725","546","273"
"8600000US34743","ZCTA5 34743","44335","2217","10975","1438","33360","2067"
"8600000US34760","ZCTA5 34760","874","223","751","222","123","134"
"8600000US34761","ZCTA5 34761","45639","1320","34438","1455","11201","1127"
"8600000US34950","ZCTA5 34950","17027","1495","12470","1050","4557","1102"
"8600000US34983","ZCTA5 34983","42737","1832","34674","1671","8063","1104"
"8600000US34994","ZCTA5 34994","16909","864","14393","900","2516","520"
"8600000US34736","ZCTA5 34736","18213","1059","15026","1200","3187","712"
"8600000US34222","ZCTA5 34222","11184","1045","10132","978","1052","492"
"8600000US34224","ZCTA5 34224","15913","950","14917","970","996","469"
"8600000US34229","ZCTA5 34229","7824","756","7139","728","685","434"
"8600000US34231","ZCTA5 34231","30267","1012","26867","974","3400","779"
"8600000US34428","ZCTA5 34428","9369","924","9006","950","363","232"
"8600000US34238","ZCTA5 34238","19364","747","18262","771","1102","329"
"8600000US34268","ZCTA5 34268","128","112","128","112","0","13"
"8600000US34286","ZCTA5 34286","18625","2046","17546","2040","1079","715"
"8600000US34442","ZCTA5 34442","13953","759","13197","717","756","368"
"8600000US34473","ZCTA5 34473","19522","1629","12659","1647","6863","1196"
"8600000US34668","ZCTA5 34668","47309","1530","40485","1440","6824","745"
"8600000US34683","ZCTA5 34683","33162","1300","31035","1289","2127","493"
"8600000US34690","ZCTA5 34690","12028","759","10145","680","1883","467"
"8600000US34758","ZCTA5 34758","41094","2578","16298","1995","24796","1903"
"8600000US34946","ZCTA5 34946","5950","584","5565","571","385","171"
"8600000US34957","ZCTA5 34957","23078","890","21805","902","1273","398"
"8600000US34990","ZCTA5 34990","30101","1215","28368","1187","1733","477"
"8600000US34251","ZCTA5 34251","5922","738","5190","699","732","363"
"8600000US34275","ZCTA5 34275","20074","1044","19307","1000","767","325"
"8600000US34453","ZCTA5 34453","11427","850","10780","840","647","218"
"8600000US34608","ZCTA5 34608","34476","1140","27784","1007","6692","839"
"8600000US34109","ZCTA5 34109","24662","1560","19653","1210","5009","1318"
"8600000US34953","ZCTA5 34953","69685","1895","52744","2546","16941","2392"
"8600000US34105","ZCTA5 34105","17248","1139","15573","1190","1675","545"
"8600000US34135","ZCTA5 34135","46064","952","31647","1607","14417","1901"
"8600000US34137","ZCTA5 34137","454","419","454","419","0","13"
"8600000US34145","ZCTA5 34145","17692","24","16097","557","1595","558"
"8600000US34207","ZCTA5 34207","36738","1904","28218","1277","8520","1479"
"8600000US34613","ZCTA5 34613","17433","831","15912","772","1521","474"
"8600000US34614","ZCTA5 34614","7237","521","6710","537","527","244"
"8600000US34639","ZCTA5 34639","27522","1147","22902","1014","4620","580"
"8600000US34654","ZCTA5 34654","23021","1137","21567","1085","1454","397"
"8600000US34746","ZCTA5 34746","43249","2671","20124","1499","23125","2380"
"8600000US34786","ZCTA5 34786","43458","2415","35215","2205","8243","1372"
"8600000US34947","ZCTA5 34947","13188","1610","11029","1339","2159","1090"
"8600000US34949","ZCTA5 34949","7429","634","7130","622","299","142"
"8600000US34741","ZCTA5 34741","45920","1539","16007","1365","29913","1722"
"8600000US34748","ZCTA5 34748","39230","1094","35110","1254","4120","762"
"8600000US34759","ZCTA5 34759","39850","2664","19069","1612","20781","2395"
"8600000US34771","ZCTA5 34771","17351","1635","13247","1324","4104","1114"
"8600000US34984","ZCTA5 34984","15663","1101","12256","1036","3407","569"
"8600000US34449","ZCTA5 34449","2966","417","2884","418","82","58"
"8600000US34601","ZCTA5 34601","21847","863","20282","782","1565","432"
"8600000US34747","ZCTA5 34747","19413","1468","14892","1165","4521","844"
"8600000US34788","ZCTA5 34788","16886","927","15901","856","985","379"
"8600000US34997","ZCTA5 34997","44018","1296","36164","1052","7854","950"
"8600000US34134","ZCTA5 34134","13977","997","13569","952","408","175"
"8600000US34237","ZCTA5 34237","17307","919","12306","788","5001","731"
"8600000US34103","ZCTA5 34103","12802","764","11275","657","1527","437"
"8600000US34110","ZCTA5 34110","24008","1166","21345","1172","2663","684"
"8600000US34120","ZCTA5 34120","32502","2558","23105","1710","9397","1928"
"8600000US34201","ZCTA5 34201","3930","463","3868","450","62","79"
"8600000US34203","ZCTA5 34203","37632","1997","28574","1619","9058","1285"
"8600000US34205","ZCTA5 34205","32534","1221","26076","1213","6458","964"
"8600000US34221","ZCTA5 34221","44294","1526","36497","1664","7797","856"
"8600000US34653","ZCTA5 34653","35015","1518","30014","1404","5001","1015"
"8600000US34982","ZCTA5 34982","25981","1603","19559","1323","6422","1320"
"8600000US34233","ZCTA5 34233","17989","898","16188","850","1801","374"
"8600000US34429","ZCTA5 34429","8272","809","7987","773","285","155"
"8600000US34607","ZCTA5 34607","8778","666","8065","628","713","294"
"8600000US34209","ZCTA5 34209","34794","1280","32349","1291","2445","782"
"8600000US34241","ZCTA5 34241","14675","818","13819","788","856","307"
"8600000US34661","ZCTA5 34661","138","167","138","167","0","13"
"8600000US34211","ZCTA5 34211","7885","844","7194","807","691","238"
"8600000US34945","ZCTA5 34945","5019","664","4320","574","699","346"
"8600000US34101","ZCTA5 34101","0","13","0","13","0","13"
"8600000US34140","ZCTA5 34140","437","335","437","335","0","13"
"8600000US34212","ZCTA5 34212","19301","1107","17504","1187","1797","564"
"8600000US34269","ZCTA5 34269","4025","431","3905","409","120","126"
"8600000US34288","ZCTA5 34288","12304","1955","11132","2004","1172","1086"
"8600000US34289","ZCTA5 34289","3734","1312","3471","1292","263","338"
"8600000US34291","ZCTA5 34291","6119","1022","5462","969","657","483"
"8600000US34445","ZCTA5 34445","0","13","0","13","0","13"
"8600000US34604","ZCTA5 34604","11573","790","10164","783","1409","243"
"8600000US34637","ZCTA5 34637","8209","594","7261","594","948","213"
"8600000US34638","ZCTA5 34638","26512","1062","20946","1224","5566","663"
"8600000US34688","ZCTA5 34688","6497","609","6090","578","407","149"
"8600000US34714","ZCTA5 34714","21743","2282","13670","1457","8073","1884"
"8600000US34715","ZCTA5 34715","17948","940","14511","1178","3437","748"
"8600000US34772","ZCTA5 34772","30746","1969","19054","1626","11692","1398"
"8600000US35243","ZCTA5 35243","17259","710","16892","710","367","193"
"8600000US35441","ZCTA5 35441","1089","220","1089","220","0","12"
"8600000US35446","ZCTA5 35446","2081","424","1997","435","84","92"
"8600000US35452","ZCTA5 35452","3061","479","2770","443","291","211"
"8600000US35458","ZCTA5 35458","595","308","595","308","0","12"
"8600000US35475","ZCTA5 35475","15583","1100","15297","1079","286","252"
"8600000US35477","ZCTA5 35477","171","140","171","140","0","12"
"8600000US35549","ZCTA5 35549","3512","485","3512","485","0","12"
"8600000US35554","ZCTA5 35554","1054","247","1053","247","1","4"
"8600000US35579","ZCTA5 35579","3513","414","3497","416","16","25"
"8600000US35640","ZCTA5 35640","24570","872","23977","851","593","278"
"8600000US35653","ZCTA5 35653","11043","567","7250","515","3793","438"
"8600000US35660","ZCTA5 35660","8986","25","8711","177","275","178"
"8600000US35677","ZCTA5 35677","1799","437","1746","436","53","44"
"8600000US35749","ZCTA5 35749","22295","1396","21656","1420","639","257"
"8600000US35006","ZCTA5 35006","2927","403","2927","403","0","12"
"8600000US35014","ZCTA5 35014","4780","633","4761","633","19","19"
"8600000US35019","ZCTA5 35019","1991","539","1926","533","65","86"
"8600000US35023","ZCTA5 35023","24293","709","23922","742","371","247"
"8600000US35040","ZCTA5 35040","17141","570","16511","560","630","381"
"8600000US35054","ZCTA5 35054","3777","713","3670","702","107","146"
"8600000US35057","ZCTA5 35057","13542","830","13407","855","135","125"
"8600000US35070","ZCTA5 35070","258","126","258","126","0","12"
"8600000US35079","ZCTA5 35079","9267","877","9144","881","123","103"
"8600000US35098","ZCTA5 35098","1068","254","958","226","110","121"
"8600000US35143","ZCTA5 35143","3183","640","3095","535","88","132"
"8600000US35146","ZCTA5 35146","11870","1009","11542","976","328","306"
"8600000US35204","ZCTA5 35204","9399","728","8938","724","461","282"
"8600000US35207","ZCTA5 35207","9102","711","8863","677","239","167"
"8600000US35217","ZCTA5 35217","13286","646","12574","708","712","355"
"8600000US35404","ZCTA5 35404","22783","992","20343","985","2440","647"
"8600000US35405","ZCTA5 35405","45473","1726","44529","1762","944","392"
"8600000US35406","ZCTA5 35406","17190","819","16668","872","522","293"
"8600000US35443","ZCTA5 35443","2157","355","2020","355","137","195"
"8600000US35464","ZCTA5 35464","690","239","690","239","0","12"
"8600000US35474","ZCTA5 35474","6454","680","6390","678","64","82"
"8600000US35545","ZCTA5 35545","122","66","122","66","0","12"
"8600000US35546","ZCTA5 35546","3801","588","3702","525","99","131"
"8600000US35572","ZCTA5 35572","1319","430","1319","430","0","12"
"8600000US35575","ZCTA5 35575","1043","176","1015","166","28","53"
"8600000US35580","ZCTA5 35580","3708","469","3507","516","201","204"
"8600000US35586","ZCTA5 35586","4164","466","4089","475","75","82"
"8600000US35616","ZCTA5 35616","3667","402","3541","406","126","112"
"8600000US35592","ZCTA5 35592","4655","442","4637","441","18","23"
"8600000US35593","ZCTA5 35593","1691","259","1669","260","22","20"
"8600000US35603","ZCTA5 35603","31468","1042","29747","942","1721","495"
"8600000US35630","ZCTA5 35630","33172","668","31647","721","1525","260"
"8600000US35674","ZCTA5 35674","18690","627","18115","599","575","237"
"8600000US35748","ZCTA5 35748","7257","615","7194","616","63","60"
"8600000US35757","ZCTA5 35757","16379","1078","15666","1084","713","347"
"8600000US35824","ZCTA5 35824","8645","840","8194","812","451","148"
"8600000US35975","ZCTA5 35975","463","272","463","272","0","12"
"8600000US35950","ZCTA5 35950","21556","1066","15320","893","6236","849"
"8600000US35953","ZCTA5 35953","7522","601","7415","606","107","98"
"8600000US35967","ZCTA5 35967","16373","686","13696","819","2677","599"
"8600000US35979","ZCTA5 35979","1608","499","1608","499","0","12"
"8600000US35987","ZCTA5 35987","2625","433","2377","401","248","167"
"8600000US35988","ZCTA5 35988","2192","427","1969","385","223","150"
"8600000US35049","ZCTA5 35049","3366","481","2918","456","448","188"
"8600000US35051","ZCTA5 35051","9000","820","8621","791","379","208"
"8600000US35060","ZCTA5 35060","332","148","332","148","0","12"
"8600000US35115","ZCTA5 35115","15105","1076","13617","1010","1488","554"
"8600000US35116","ZCTA5 35116","4372","390","4289","379","83","63"
"8600000US35120","ZCTA5 35120","14055","1101","13319","1177","736","381"
"8600000US35160","ZCTA5 35160","26312","919","25587","939","725","233"
"8600000US35171","ZCTA5 35171","3679","564","3399","511","280","219"
"8600000US35175","ZCTA5 35175","5714","701","5647","704","67","56"
"8600000US35179","ZCTA5 35179","8929","772","8440","767","489","299"
"8600000US35184","ZCTA5 35184","4356","590","4318","592","38","48"
"8600000US35205","ZCTA5 35205","20109","907","18781","923","1328","459"
"8600000US35208","ZCTA5 35208","13864","1112","13446","1141","418","246"
"8600000US35212","ZCTA5 35212","11896","915","11198","942","698","419"
"8600000US35222","ZCTA5 35222","9033","569","8734","612","299","126"
"8600000US35234","ZCTA5 35234","5450","677","5366","677","84","79"
"8600000US35007","ZCTA5 35007","26328","1008","23402","1006","2926","672"
"8600000US35016","ZCTA5 35016","16112","789","15839","790","273","141"
"8600000US35972","ZCTA5 35972","1211","368","1211","368","0","12"
"8600000US35973","ZCTA5 35973","2856","325","2796","332","60","74"
"8600000US35968","ZCTA5 35968","4584","761","4073","644","511","411"
"8600000US35989","ZCTA5 35989","3519","443","2988","384","531","273"
"8600000US35083","ZCTA5 35083","3353","586","3311","580","42","65"
"8600000US35094","ZCTA5 35094","14438","1002","13666","975","772","381"
"8600000US35125","ZCTA5 35125","10941","1200","10935","1201","6","12"
"8600000US35128","ZCTA5 35128","10651","940","10521","929","130","92"
"8600000US35135","ZCTA5 35135","2128","480","2044","453","84","101"
"8600000US35173","ZCTA5 35173","27371","1246","26726","1161","645","486"
"8600000US35459","ZCTA5 35459","1304","309","1292","308","12","18"
"8600000US35460","ZCTA5 35460","864","410","864","410","0","12"
"8600000US35480","ZCTA5 35480","1330","338","1324","339","6","16"
"8600000US35552","ZCTA5 35552","887","396","887","396","0","12"
"8600000US35559","ZCTA5 35559","12","21","12","21","0","12"
"8600000US35563","ZCTA5 35563","4501","413","4345","410","156","149"
"8600000US35570","ZCTA5 35570","11270","562","10897","517","373","181"
"8600000US35571","ZCTA5 35571","811","177","811","177","0","12"
"8600000US35576","ZCTA5 35576","2958","315","2942","321","16","31"
"8600000US35594","ZCTA5 35594","7208","571","7134","581","74","88"
"8600000US35613","ZCTA5 35613","25577","1463","24453","1379","1124","518"
"8600000US35614","ZCTA5 35614","7638","916","6941","869","697","285"
"8600000US35650","ZCTA5 35650","13992","911","13842","877","150","199"
"8600000US35671","ZCTA5 35671","2185","527","1773","391","412","359"
"8600000US35673","ZCTA5 35673","7720","825","7107","844","613","393"
"8600000US35754","ZCTA5 35754","5259","902","5057","911","202","200"
"8600000US35740","ZCTA5 35740","3219","360","3059","322","160","198"
"8600000US35750","ZCTA5 35750","12294","885","12165","900","129","141"
"8600000US35903","ZCTA5 35903","17125","836","16121","814","1004","376"
"8600000US35811","ZCTA5 35811","27658","1136","26519","1188","1139","617"
"8600000US35901","ZCTA5 35901","20049","702","18833","650","1216","347"
"8600000US35954","ZCTA5 35954","11818","517","11239","583","579","237"
"8600000US35958","ZCTA5 35958","3832","641","3832","641","0","12"
"8600000US35961","ZCTA5 35961","7003","820","5329","705","1674","418"
"8600000US35971","ZCTA5 35971","5428","570","5324","556","104","134"
"8600000US35751","ZCTA5 35751","237","111","229","111","8","12"
"8600000US35771","ZCTA5 35771","3916","625","3887","620","29","39"
"8600000US35806","ZCTA5 35806","21888","1161","21247","1142","641","323"
"8600000US35808","ZCTA5 35808","1445","275","1389","278","56","38"
"8600000US35951","ZCTA5 35951","12911","1379","8907","821","4004","1251"
"8600000US35957","ZCTA5 35957","16135","1009","13617","865","2518","723"
"8600000US35963","ZCTA5 35963","1139","367","1139","367","0","12"
"8600000US35802","ZCTA5 35802","21829","841","21287","838","542","169"
"8600000US35805","ZCTA5 35805","21200","1029","16667","983","4533","555"
"8600000US35904","ZCTA5 35904","14030","643","13651","661","379","163"
"8600000US35980","ZCTA5 35980","5154","525","4301","428","853","285"
"8600000US35022","ZCTA5 35022","20271","1397","19727","1305","544","342"
"8600000US35036","ZCTA5 35036","367","174","367","174","0","12"
"8600000US35043","ZCTA5 35043","11461","679","11264","678","197","133"
"8600000US35058","ZCTA5 35058","9234","887","8823","858","411","188"
"8600000US35061","ZCTA5 35061","1212","271","1212","271","0","12"
"8600000US35062","ZCTA5 35062","7631","579","7631","579","0","17"
"8600000US35074","ZCTA5 35074","0","12","0","12","0","12"
"8600000US35077","ZCTA5 35077","13547","814","13124","826","423","196"
"8600000US35080","ZCTA5 35080","17889","381","17350","572","539","413"
"8600000US35089","ZCTA5 35089","2034","370","2034","370","0","12"
"8600000US35091","ZCTA5 35091","3072","227","3072","227","0","12"
"8600000US35096","ZCTA5 35096","7610","460","7554","461","56","65"
"8600000US35112","ZCTA5 35112","280","157","280","157","0","12"
"8600000US35126","ZCTA5 35126","20825","977","20471","980","354","145"
"8600000US35130","ZCTA5 35130","2892","377","2892","377","0","12"
"8600000US35133","ZCTA5 35133","3690","854","3690","854","0","12"
"8600000US35151","ZCTA5 35151","7516","779","7510","778","6","11"
"8600000US35172","ZCTA5 35172","3177","571","2967","565","210","287"
"8600000US35178","ZCTA5 35178","3814","667","3808","667","6","10"
"8600000US35183","ZCTA5 35183","1062","325","1062","325","0","12"
"8600000US35210","ZCTA5 35210","13484","753","12560","832","924","432"
"8600000US35211","ZCTA5 35211","24594","1196","24250","1205","344","196"
"8600000US35214","ZCTA5 35214","18264","999","17940","994","324","184"
"8600000US35242","ZCTA5 35242","55122","1223","52733","1300","2389","680"
"8600000US35470","ZCTA5 35470","4676","419","4676","419","0","12"
"8600000US35481","ZCTA5 35481","3669","476","3420","427","249","127"
"8600000US35504","ZCTA5 35504","13160","1025","12702","1019","458","199"
"8600000US35555","ZCTA5 35555","9617","502","9354","504","263","39"
"8600000US35581","ZCTA5 35581","5709","636","5560","638","149","139"
"8600000US35582","ZCTA5 35582","4444","369","4422","372","22","31"
"8600000US35611","ZCTA5 35611","25744","1345","23306","1306","2438","543"
"8600000US35620","ZCTA5 35620","9026","679","8848","639","178","167"
"8600000US35621","ZCTA5 35621","2951","467","2951","467","0","12"
"8600000US35755","ZCTA5 35755","686","352","677","352","9","13"
"8600000US35773","ZCTA5 35773","12775","1032","12363","1016","412","361"
"8600000US35031","ZCTA5 35031","8060","821","7281","729","779","307"
"8600000US35956","ZCTA5 35956","9161","727","9021","745","140","111"
"8600000US35966","ZCTA5 35966","3682","599","3682","599","0","12"
"8600000US35053","ZCTA5 35053","2519","383","2487","378","32","36"
"8600000US35981","ZCTA5 35981","1860","600","1860","600","0","12"
"8600000US35064","ZCTA5 35064","11171","187","11051","261","120","155"
"8600000US35046","ZCTA5 35046","4641","489","4533","511","108","108"
"8600000US35063","ZCTA5 35063","3671","511","3671","511","0","12"
"8600000US35072","ZCTA5 35072","4901","684","4871","677","30","55"
"8600000US35078","ZCTA5 35078","1919","201","1916","200","3","5"
"8600000US35087","ZCTA5 35087","2253","676","2218","683","35","51"
"8600000US35097","ZCTA5 35097","2004","457","1996","458","8","10"
"8600000US35114","ZCTA5 35114","8624","770","7974","771","650","330"
"8600000US35117","ZCTA5 35117","5235","542","5189","544","46","54"
"8600000US35119","ZCTA5 35119","259","291","259","291","0","12"
"8600000US35127","ZCTA5 35127","10185","28","10137","59","48","55"
"8600000US35136","ZCTA5 35136","2076","445","2052","437","24","22"
"8600000US35149","ZCTA5 35149","413","236","413","236","0","12"
"8600000US35180","ZCTA5 35180","14092","904","13957","909","135","113"
"8600000US35188","ZCTA5 35188","4001","625","3800","587","201","170"
"8600000US35228","ZCTA5 35228","10349","838","9904","841","445","261"
"8600000US35401","ZCTA5 35401","37194","1372","36423","1393","771","361"
"8600000US35447","ZCTA5 35447","2898","423","2837","413","61","78"
"8600000US35453","ZCTA5 35453","10863","1047","10204","1029","659","366"
"8600000US35457","ZCTA5 35457","0","12","0","12","0","12"
"8600000US35462","ZCTA5 35462","4258","340","4255","339","3","5"
"8600000US35466","ZCTA5 35466","5567","612","5567","612","0","17"
"8600000US35476","ZCTA5 35476","7473","477","7079","487","394","299"
"8600000US35543","ZCTA5 35543","1285","399","1275","395","10","17"
"8600000US35550","ZCTA5 35550","5761","533","5679","511","82","118"
"8600000US35585","ZCTA5 35585","1215","312","1192","303","23","37"
"8600000US35587","ZCTA5 35587","676","187","668","188","8","12"
"8600000US35622","ZCTA5 35622","7879","757","7812","743","67","74"
"8600000US35633","ZCTA5 35633","20747","973","20443","969","304","162"
"8600000US35643","ZCTA5 35643","3696","640","3562","607","134","182"
"8600000US35648","ZCTA5 35648","3250","462","3237","462","13","14"
"8600000US35651","ZCTA5 35651","1255","265","1255","265","0","12"
"8600000US35661","ZCTA5 35661","16881","537","16546","560","335","181"
"8600000US35739","ZCTA5 35739","5048","662","4910","612","138","200"
"8600000US35746","ZCTA5 35746","604","249","604","249","0","12"
"8600000US35756","ZCTA5 35756","14202","1051","13601","1044","601","258"
"8600000US35758","ZCTA5 35758","45736","357","43182","626","2554","553"
"8600000US35760","ZCTA5 35760","4869","403","4864","404","5","23"
"8600000US35764","ZCTA5 35764","497","101","497","101","0","12"
"8600000US35772","ZCTA5 35772","4409","623","4189","619","220","162"
