"GEO_ID","NAME","B10051I_001E","B10051I_001M","B10051I_002E","B10051I_002M","B10051I_003E","B10051I_003M","B10051I_004E","B10051I_004M","B10051I_005E","B10051I_005M","B10051I_006E","B10051I_006M","B10051I_007E","B10051I_007M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Grandparent responsible for own grandchildren under 18 years","Margin of Error!!Total!!Grandparent responsible for own grandchildren under 18 years","Estimate!!Total!!Grandparent responsible for own grandchildren under 18 years!!30 to 59 years","Margin of Error!!Total!!Grandparent responsible for own grandchildren under 18 years!!30 to 59 years","Estimate!!Total!!Grandparent responsible for own grandchildren under 18 years!!60 years and over","Margin of Error!!Total!!Grandparent responsible for own grandchildren under 18 years!!60 years and over","Estimate!!Total!!Grandparent not responsible for own grandchildren under 18 years","Margin of Error!!Total!!Grandparent not responsible for own grandchildren under 18 years","Estimate!!Total!!Grandparent not responsible for own grandchildren under 18 years!!30 to 59 years","Margin of Error!!Total!!Grandparent not responsible for own grandchildren under 18 years!!30 to 59 years","Estimate!!Total!!Grandparent not responsible for own grandchildren under 18 years!!60 years and over","Margin of Error!!Total!!Grandparent not responsible for own grandchildren under 18 years!!60 years and over"
"8600000US08879","ZCTA5 08879","51","46","0","22","0","22","0","22","51","46","0","22","51","46"
"8600000US08880","ZCTA5 08880","37","50","0","12","0","12","0","12","37","50","37","50","0","12"
"8600000US08882","ZCTA5 08882","65","80","40","59","23","35","17","47","25","41","25","41","0","19"
"8600000US08884","ZCTA5 08884","30","36","0","17","0","17","0","17","30","36","0","17","30","36"
"8600000US08886","ZCTA5 08886","0","17","0","17","0","17","0","17","0","17","0","17","0","17"
"8600000US08887","ZCTA5 08887","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US08889","ZCTA5 08889","0","17","0","17","0","17","0","17","0","17","0","17","0","17"
"8600000US08890","ZCTA5 08890","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US08901","ZCTA5 08901","608","167","249","112","192","99","57","67","359","128","245","114","114","70"
"8600000US08902","ZCTA5 08902","504","200","62","69","62","69","0","25","442","190","297","128","145","149"
"8600000US08904","ZCTA5 08904","9","14","9","14","9","14","0","19","0","19","0","19","0","19"
"8600000US10001","ZCTA5 10001","15","24","0","22","0","22","0","22","15","24","0","22","15","24"
"8600000US10002","ZCTA5 10002","706","216","349","149","141","100","208","113","357","146","71","65","286","136"
"8600000US10003","ZCTA5 10003","0","28","0","28","0","28","0","28","0","28","0","28","0","28"
"8600000US10004","ZCTA5 10004","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10005","ZCTA5 10005","0","17","0","17","0","17","0","17","0","17","0","17","0","17"
"8600000US10006","ZCTA5 10006","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10007","ZCTA5 10007","0","17","0","17","0","17","0","17","0","17","0","17","0","17"
"8600000US10009","ZCTA5 10009","459","210","79","80","60","74","19","24","380","198","243","182","137","67"
"8600000US10010","ZCTA5 10010","103","193","88","180","0","25","88","180","15","31","0","25","15","31"
"8600000US10011","ZCTA5 10011","21","43","0","28","0","28","0","28","21","43","0","28","21","43"
"8600000US10012","ZCTA5 10012","0","22","0","22","0","22","0","22","0","22","0","22","0","22"
"8600000US10013","ZCTA5 10013","58","92","58","92","0","22","58","92","0","22","0","22","0","22"
"8600000US10014","ZCTA5 10014","0","25","0","25","0","25","0","25","0","25","0","25","0","25"
"8600000US10016","ZCTA5 10016","0","28","0","28","0","28","0","28","0","28","0","28","0","28"
"8600000US10017","ZCTA5 10017","0","19","0","19","0","19","0","19","0","19","0","19","0","19"
"8600000US10018","ZCTA5 10018","0","17","0","17","0","17","0","17","0","17","0","17","0","17"
"8600000US10019","ZCTA5 10019","147","133","63","88","0","25","63","88","84","99","0","25","84","99"
"8600000US10020","ZCTA5 10020","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10021","ZCTA5 10021","0","25","0","25","0","25","0","25","0","25","0","25","0","25"
"8600000US10022","ZCTA5 10022","0","25","0","25","0","25","0","25","0","25","0","25","0","25"
"8600000US10023","ZCTA5 10023","0","28","0","28","0","28","0","28","0","28","0","28","0","28"
"8600000US10024","ZCTA5 10024","301","178","245","175","0","28","245","175","56","64","5","10","51","62"
"8600000US10025","ZCTA5 10025","535","315","106","131","0","28","106","131","429","291","79","115","350","235"
"8600000US10026","ZCTA5 10026","224","151","20","32","0","25","20","32","204","149","117","128","87","89"
"8600000US10027","ZCTA5 10027","393","220","71","57","31","39","40","45","322","203","62","57","260","199"
"8600000US10028","ZCTA5 10028","0","25","0","25","0","25","0","25","0","25","0","25","0","25"
"8600000US10029","ZCTA5 10029","900","250","394","179","120","98","274","145","506","206","266","149","240","132"
"8600000US10030","ZCTA5 10030","426","200","130","98","118","97","12","20","296","177","64","64","232","157"
"8600000US10031","ZCTA5 10031","1602","404","716","279","293","193","423","210","886","293","333","152","553","235"
"8600000US10032","ZCTA5 10032","1301","366","221","143","72","54","149","124","1080","319","285","158","795","291"
"8600000US10033","ZCTA5 10033","1957","436","417","165","201","97","216","121","1540","397","601","206","939","362"
"8600000US10034","ZCTA5 10034","1802","514","259","165","146","104","113","81","1543","537","240","187","1303","441"
"8600000US10035","ZCTA5 10035","416","196","121","96","59","67","62","65","295","169","282","172","13","22"
"8600000US10036","ZCTA5 10036","178","133","116","100","32","38","84","91","62","83","12","21","50","81"
"8600000US10037","ZCTA5 10037","116","122","8","17","8","17","0","22","108","122","43","54","65","70"
"8600000US10038","ZCTA5 10038","104","89","46","61","0","22","46","61","58","68","37","60","21","33"
"8600000US10039","ZCTA5 10039","451","278","187","164","170","162","17","27","264","181","163","148","101","105"
"8600000US10040","ZCTA5 10040","1297","361","254","137","110","84","144","100","1043","340","278","111","765","305"
"8600000US10044","ZCTA5 10044","71","83","55","77","55","77","0","19","16","30","0","19","16","30"
"8600000US10065","ZCTA5 10065","8","12","0","22","0","22","0","22","8","12","0","22","8","12"
"8600000US10069","ZCTA5 10069","0","17","0","17","0","17","0","17","0","17","0","17","0","17"
"8600000US10075","ZCTA5 10075","0","22","0","22","0","22","0","22","0","22","0","22","0","22"
"8600000US10103","ZCTA5 10103","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10110","ZCTA5 10110","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10111","ZCTA5 10111","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10112","ZCTA5 10112","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10115","ZCTA5 10115","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10119","ZCTA5 10119","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10128","ZCTA5 10128","151","110","30","39","30","39","0","28","121","105","50","86","71","63"
"8600000US10152","ZCTA5 10152","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10153","ZCTA5 10153","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10154","ZCTA5 10154","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10162","ZCTA5 10162","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10165","ZCTA5 10165","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10167","ZCTA5 10167","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10168","ZCTA5 10168","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10169","ZCTA5 10169","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10170","ZCTA5 10170","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10171","ZCTA5 10171","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10172","ZCTA5 10172","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10173","ZCTA5 10173","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10174","ZCTA5 10174","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10177","ZCTA5 10177","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10199","ZCTA5 10199","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10271","ZCTA5 10271","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10278","ZCTA5 10278","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10279","ZCTA5 10279","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10280","ZCTA5 10280","16","28","16","28","16","28","0","17","0","17","0","17","0","17"
"8600000US10282","ZCTA5 10282","0","17","0","17","0","17","0","17","0","17","0","17","0","17"
"8600000US10301","ZCTA5 10301","230","135","123","110","61","72","62","82","107","75","40","34","67","69"
"8600000US10302","ZCTA5 10302","131","87","48","47","36","43","12","19","83","66","29","45","54","50"
"8600000US10303","ZCTA5 10303","423","192","33","32","33","32","0","22","390","191","220","137","170","116"
"8600000US10304","ZCTA5 10304","313","173","75","81","55","68","20","23","238","147","186","138","52","51"
"8600000US10305","ZCTA5 10305","98","70","65","44","45","37","20","27","33","47","12","21","21","27"
"8600000US10306","ZCTA5 10306","140","89","37","39","30","32","7","20","103","78","54","63","49","48"
"8600000US10307","ZCTA5 10307","49","48","14","22","14","22","0","19","35","41","35","41","0","19"
"8600000US10308","ZCTA5 10308","129","122","0","25","0","25","0","25","129","122","78","112","51","57"
"8600000US10309","ZCTA5 10309","124","97","0","25","0","25","0","25","124","97","51","79","73","58"
"8600000US10310","ZCTA5 10310","206","82","57","48","42","38","15","26","149","65","142","65","7","10"
"8600000US10311","ZCTA5 10311","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10312","ZCTA5 10312","150","85","20","24","3","9","17","21","130","83","31","30","99","79"
"8600000US10314","ZCTA5 10314","363","172","67","65","36","40","31","36","296","167","147","95","149","101"
"8600000US10451","ZCTA5 10451","1071","270","250","132","152","94","98","81","821","219","350","152","471","198"
"8600000US10452","ZCTA5 10452","1999","362","624","251","354","156","270","138","1375","343","667","245","708","213"
"8600000US10453","ZCTA5 10453","2235","354","577","173","371","138","206","98","1658","345","922","223","736","229"
"8600000US10454","ZCTA5 10454","823","193","433","128","242","99","191","90","390","140","234","117","156","90"
"8600000US10455","ZCTA5 10455","1300","268","458","192","229","106","229","149","842","205","392","170","450","160"
"8600000US10456","ZCTA5 10456","2389","427","587","244","326","163","261","165","1802","369","928","281","874","247"
"8600000US10457","ZCTA5 10457","1896","339","591","189","366","164","225","109","1305","276","673","193","632","186"
"8600000US10458","ZCTA5 10458","2296","443","654","227","439","178","215","120","1642","375","950","300","692","236"
"8600000US10459","ZCTA5 10459","882","230","195","87","53","44","142","74","687","187","327","112","360","156"
"8600000US10460","ZCTA5 10460","1317","298","380","154","248","130","132","85","937","251","462","194","475","182"
"8600000US10461","ZCTA5 10461","703","186","145","97","42","38","103","83","558","156","272","122","286","121"
"8600000US10462","ZCTA5 10462","713","176","144","108","109","96","35","28","569","156","283","114","286","103"
"8600000US10463","ZCTA5 10463","1334","307","328","130","254","109","74","69","1006","301","446","224","560","224"
"8600000US10464","ZCTA5 10464","37","60","37","60","18","30","19","30","0","12","0","12","0","12"
"8600000US10465","ZCTA5 10465","861","270","250","144","183","137","67","63","611","225","216","123","395","201"
"8600000US10466","ZCTA5 10466","562","179","196","130","101","76","95","89","366","131","156","78","210","101"
"8600000US10467","ZCTA5 10467","1852","344","751","212","525","186","226","118","1101","286","637","208","464","178"
"8600000US10468","ZCTA5 10468","2350","444","503","174","360","138","143","83","1847","411","1158","350","689","238"
"8600000US10469","ZCTA5 10469","741","231","207","136","79","91","128","92","534","204","319","188","215","109"
"8600000US10470","ZCTA5 10470","235","121","0","19","0","19","0","19","235","121","19","22","216","122"
"8600000US10471","ZCTA5 10471","90","62","54","52","0","22","54","52","36","33","0","22","36","33"
"8600000US10472","ZCTA5 10472","1529","281","382","127","316","121","66","52","1147","268","634","187","513","200"
"8600000US10473","ZCTA5 10473","1335","347","205","123","58","47","147","108","1130","349","636","269","494","210"
"8600000US10474","ZCTA5 10474","328","149","167","110","126","87","41","47","161","103","53","51","108","81"
"8600000US10475","ZCTA5 10475","294","291","51","74","0","25","51","74","243","287","192","269","51","72"
"8600000US10501","ZCTA5 10501","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10502","ZCTA5 10502","0","17","0","17","0","17","0","17","0","17","0","17","0","17"
"8600000US10503","ZCTA5 10503","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10504","ZCTA5 10504","0","17","0","17","0","17","0","17","0","17","0","17","0","17"
"8600000US10505","ZCTA5 10505","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10506","ZCTA5 10506","0","17","0","17","0","17","0","17","0","17","0","17","0","17"
"8600000US10507","ZCTA5 10507","20","33","0","17","0","17","0","17","20","33","0","17","20","33"
"8600000US10509","ZCTA5 10509","86","58","24","26","24","26","0","19","62","70","62","70","0","19"
"8600000US10510","ZCTA5 10510","68","77","31","40","0","19","31","40","37","39","0","19","37","39"
"8600000US10511","ZCTA5 10511","15","20","0","12","0","12","0","12","15","20","15","20","0","12"
"8600000US10512","ZCTA5 10512","177","107","55","63","45","61","10","16","122","79","108","79","14","24"
"8600000US10514","ZCTA5 10514","4","10","0","19","0","19","0","19","4","10","0","19","4","10"
"8600000US10516","ZCTA5 10516","0","17","0","17","0","17","0","17","0","17","0","17","0","17"
"8600000US10517","ZCTA5 10517","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10518","ZCTA5 10518","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10519","ZCTA5 10519","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10520","ZCTA5 10520","0","19","0","19","0","19","0","19","0","19","0","19","0","19"
"8600000US10522","ZCTA5 10522","7","10","0","19","0","19","0","19","7","10","0","19","7","10"
"8600000US10523","ZCTA5 10523","63","43","15","24","15","24","0","17","48","39","0","17","48","39"
"8600000US10524","ZCTA5 10524","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10526","ZCTA5 10526","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10527","ZCTA5 10527","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10528","ZCTA5 10528","0","19","0","19","0","19","0","19","0","19","0","19","0","19"
"8600000US10530","ZCTA5 10530","36","45","0","19","0","19","0","19","36","45","36","45","0","19"
"8600000US10532","ZCTA5 10532","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10533","ZCTA5 10533","18","34","0","17","0","17","0","17","18","34","0","17","18","34"
"8600000US10535","ZCTA5 10535","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10536","ZCTA5 10536","37","43","33","42","26","42","7","14","4","8","0","19","4","8"
"8600000US10537","ZCTA5 10537","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10538","ZCTA5 10538","113","143","14","26","0","19","14","26","99","143","0","19","99","143"
"8600000US10541","ZCTA5 10541","52","49","23","36","23","36","0","22","29","31","20","27","9","14"
"8600000US10543","ZCTA5 10543","94","117","0","22","0","22","0","22","94","117","0","22","94","117"
"8600000US10545","ZCTA5 10545","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10546","ZCTA5 10546","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10547","ZCTA5 10547","55","50","17","18","17","18","0","17","38","47","0","17","38","47"
"8600000US10548","ZCTA5 10548","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10549","ZCTA5 10549","165","197","0","19","0","19","0","19","165","197","165","197","0","19"
"8600000US10550","ZCTA5 10550","127","85","60","56","32","48","28","42","67","63","18","28","49","53"
"8600000US10552","ZCTA5 10552","110","93","10","18","0","19","10","18","100","95","22","23","78","87"
"8600000US10553","ZCTA5 10553","46","59","1","11","1","11","0","19","45","56","0","19","45","56"
"8600000US10560","ZCTA5 10560","14","27","0","12","0","12","0","12","14","27","9","14","5","23"
"8600000US10562","ZCTA5 10562","408","154","154","97","96","75","58","64","254","129","166","116","88","64"
"8600000US10566","ZCTA5 10566","241","157","47","52","47","52","0","22","194","159","138","147","56","69"
"8600000US10567","ZCTA5 10567","192","125","21","28","6","9","15","26","171","122","83","76","88","96"
"8600000US10570","ZCTA5 10570","0","19","0","19","0","19","0","19","0","19","0","19","0","19"
"8600000US10573","ZCTA5 10573","806","229","168","138","30","34","138","139","638","190","252","111","386","160"
"8600000US10576","ZCTA5 10576","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10577","ZCTA5 10577","0","17","0","17","0","17","0","17","0","17","0","17","0","17"
"8600000US10578","ZCTA5 10578","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10579","ZCTA5 10579","21","36","0","17","0","17","0","17","21","36","0","17","21","36"
"8600000US10580","ZCTA5 10580","28","34","11","17","0","19","11","17","17","19","10","16","7","12"
"8600000US10583","ZCTA5 10583","28","45","0","25","0","25","0","25","28","45","0","25","28","45"
"8600000US10588","ZCTA5 10588","54","87","0","12","0","12","0","12","54","87","0","12","54","87"
"8600000US10589","ZCTA5 10589","0","17","0","17","0","17","0","17","0","17","0","17","0","17"
"8600000US10590","ZCTA5 10590","0","17","0","17","0","17","0","17","0","17","0","17","0","17"
"8600000US10591","ZCTA5 10591","437","235","85","95","45","45","40","54","352","224","252","213","100","71"
"8600000US10594","ZCTA5 10594","11","20","0","17","0","17","0","17","11","20","11","20","0","17"
"8600000US10595","ZCTA5 10595","92","42","0","17","0","17","0","17","92","42","52","42","40","49"
"8600000US10596","ZCTA5 10596","8","12","0","12","0","12","0","12","8","12","0","12","8","12"
"8600000US10597","ZCTA5 10597","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10598","ZCTA5 10598","89","84","0","22","0","22","0","22","89","84","25","38","64","72"
"8600000US10601","ZCTA5 10601","67","89","67","89","29","44","38","47","0","19","0","19","0","19"
"8600000US10603","ZCTA5 10603","87","87","25","29","17","26","8","12","62","84","36","67","26","35"
"8600000US10604","ZCTA5 10604","54","68","0","19","0","19","0","19","54","68","40","63","14","21"
"8600000US10605","ZCTA5 10605","43","52","0","19","0","19","0","19","43","52","26","42","17","29"
"8600000US10606","ZCTA5 10606","390","141","92","66","92","66","0","19","298","140","79","103","219","115"
"8600000US10607","ZCTA5 10607","43","40","0","17","0","17","0","17","43","40","30","36","13","19"
"8600000US10701","ZCTA5 10701","462","176","137","86","128","84","9","17","325","170","128","100","197","119"
"8600000US10703","ZCTA5 10703","222","111","0","22","0","22","0","22","222","111","79","72","143","104"
"8600000US10704","ZCTA5 10704","143","89","11","17","0","25","11","17","132","88","13","18","119","86"
"8600000US10705","ZCTA5 10705","832","309","175","115","143","105","32","38","657","296","370","190","287","191"
"8600000US10706","ZCTA5 10706","11","17","0","17","0","17","0","17","11","17","0","17","11","17"
"8600000US10707","ZCTA5 10707","0","19","0","19","0","19","0","19","0","19","0","19","0","19"
"8600000US10708","ZCTA5 10708","77","81","25","36","25","36","0","22","52","48","43","47","9","12"
"8600000US10709","ZCTA5 10709","0","17","0","17","0","17","0","17","0","17","0","17","0","17"
"8600000US10710","ZCTA5 10710","149","73","81","56","69","54","12","14","68","57","38","47","30","33"
"8600000US10801","ZCTA5 10801","194","103","53","60","42","52","11","18","141","93","131","93","10","15"
"8600000US10803","ZCTA5 10803","45","43","4","6","0","19","4","6","41","42","9","14","32","41"
"8600000US10804","ZCTA5 10804","0","19","0","19","0","19","0","19","0","19","0","19","0","19"
"8600000US10805","ZCTA5 10805","157","80","0","19","0","19","0","19","157","80","99","69","58","60"
"8600000US10901","ZCTA5 10901","173","180","0","22","0","22","0","22","173","180","101","149","72","105"
"8600000US10910","ZCTA5 10910","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10911","ZCTA5 10911","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10913","ZCTA5 10913","0","17","0","17","0","17","0","17","0","17","0","17","0","17"
"8600000US10914","ZCTA5 10914","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10915","ZCTA5 10915","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10916","ZCTA5 10916","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10917","ZCTA5 10917","32","44","0","12","0","12","0","12","32","44","0","12","32","44"
"8600000US10918","ZCTA5 10918","8","17","0","19","0","19","0","19","8","17","0","19","8","17"
"8600000US10919","ZCTA5 10919","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10920","ZCTA5 10920","47","38","0","17","0","17","0","17","47","38","0","17","47","38"
"8600000US10921","ZCTA5 10921","33","31","9","12","0","12","9","12","24","23","6","9","18","18"
"8600000US10922","ZCTA5 10922","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10923","ZCTA5 10923","178","175","10","20","10","20","0","17","168","170","61","82","107","101"
"8600000US10924","ZCTA5 10924","0","19","0","19","0","19","0","19","0","19","0","19","0","19"
"8600000US10925","ZCTA5 10925","142","179","142","179","76","97","66","83","0","12","0","12","0","12"
"8600000US10926","ZCTA5 10926","26","34","17","22","17","22","0","12","9","12","9","12","0","12"
"8600000US10927","ZCTA5 10927","434","169","41","39","41","39","0","19","393","157","227","114","166","95"
"8600000US10928","ZCTA5 10928","36","53","0","12","0","12","0","12","36","53","0","12","36","53"
"8600000US10930","ZCTA5 10930","41","41","0","17","0","17","0","17","41","41","0","17","41","41"
"8600000US10931","ZCTA5 10931","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10932","ZCTA5 10932","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10933","ZCTA5 10933","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10940","ZCTA5 10940","539","249","196","120","65","53","131","109","343","158","172","121","171","99"
"8600000US10941","ZCTA5 10941","143","114","15","22","15","22","0","19","128","110","93","103","35","37"
"8600000US10950","ZCTA5 10950","138","89","14","21","14","21","0","28","124","82","69","51","55","69"
"8600000US10952","ZCTA5 10952","42","50","0","25","0","25","0","25","42","50","32","47","10","15"
"8600000US10953","ZCTA5 10953","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10954","ZCTA5 10954","73","55","42","36","42","36","0","22","31","24","0","22","31","24"
"8600000US10956","ZCTA5 10956","126","78","28","34","0","25","28","34","98","78","70","71","28","42"
"8600000US10958","ZCTA5 10958","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10960","ZCTA5 10960","64","52","10","16","10","16","0","19","54","52","0","19","54","52"
"8600000US10962","ZCTA5 10962","0","17","0","17","0","17","0","17","0","17","0","17","0","17"
"8600000US10963","ZCTA5 10963","53","64","42","62","42","62","0","12","11","19","5","8","6","11"
"8600000US10964","ZCTA5 10964","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10965","ZCTA5 10965","33","55","0","19","0","19","0","19","33","55","0","19","33","55"
"8600000US10968","ZCTA5 10968","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10969","ZCTA5 10969","26","33","0","12","0","12","0","12","26","33","0","12","26","33"
"8600000US10970","ZCTA5 10970","79","80","0","19","0","19","0","19","79","80","41","68","38","44"
"8600000US10973","ZCTA5 10973","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10974","ZCTA5 10974","13","17","0","12","0","12","0","12","13","17","0","12","13","17"
"8600000US10975","ZCTA5 10975","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10976","ZCTA5 10976","73","113","41","65","41","65","0","12","32","49","32","49","0","12"
"8600000US10977","ZCTA5 10977","283","124","72","57","50","52","22","31","211","110","170","107","41","36"
"8600000US10979","ZCTA5 10979","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10980","ZCTA5 10980","45","38","9","15","9","15","0","19","36","35","23","32","13","21"
"8600000US10983","ZCTA5 10983","0","17","0","17","0","17","0","17","0","17","0","17","0","17"
"8600000US10984","ZCTA5 10984","56","40","0","12","0","12","0","12","56","40","0","12","56","40"
"8600000US10985","ZCTA5 10985","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10986","ZCTA5 10986","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10987","ZCTA5 10987","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10988","ZCTA5 10988","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US10989","ZCTA5 10989","65","77","0","17","0","17","0","17","65","77","0","17","65","77"
"8600000US10990","ZCTA5 10990","41","45","41","45","12","24","29","37","0","22","0","22","0","22"
"8600000US10992","ZCTA5 10992","23","28","0","17","0","17","0","17","23","28","0","17","23","28"
"8600000US10993","ZCTA5 10993","46","58","0","17","0","17","0","17","46","58","0","17","46","58"
"8600000US10994","ZCTA5 10994","31","54","0","17","0","17","0","17","31","54","0","17","31","54"
"8600000US10996","ZCTA5 10996","0","17","0","17","0","17","0","17","0","17","0","17","0","17"
"8600000US10998","ZCTA5 10998","28","43","0","12","0","12","0","12","28","43","0","12","28","43"
"8600000US11001","ZCTA5 11001","63","44","9","10","6","8","3","6","54","43","0","22","54","43"
"8600000US11003","ZCTA5 11003","479","185","34","41","0","25","34","41","445","175","220","162","225","116"
"8600000US11004","ZCTA5 11004","32","45","32","45","32","45","0","19","0","19","0","19","0","19"
"8600000US11005","ZCTA5 11005","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US11010","ZCTA5 11010","192","97","10","15","10","15","0","22","182","96","31","35","151","91"
"8600000US11020","ZCTA5 11020","0","17","0","17","0","17","0","17","0","17","0","17","0","17"
"8600000US11021","ZCTA5 11021","0","19","0","19","0","19","0","19","0","19","0","19","0","19"
"8600000US11023","ZCTA5 11023","0","17","0","17","0","17","0","17","0","17","0","17","0","17"
"8600000US11024","ZCTA5 11024","46","25","24","13","24","13","0","17","22","12","22","12","0","17"
"8600000US11030","ZCTA5 11030","3","4","0","19","0","19","0","19","3","4","0","19","3","4"
"8600000US11040","ZCTA5 11040","210","132","0","25","0","25","0","25","210","132","65","100","145","109"
"8600000US11042","ZCTA5 11042","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US11050","ZCTA5 11050","39","54","39","54","0","25","39","54","0","25","0","25","0","25"
"8600000US11096","ZCTA5 11096","271","121","0","17","0","17","0","17","271","121","144","107","127","102"
"8600000US11101","ZCTA5 11101","105","79","0","25","0","25","0","25","105","79","40","46","65","50"
"8600000US11102","ZCTA5 11102","256","107","126","82","64","57","62","60","130","68","40","43","90","55"
"8600000US11103","ZCTA5 11103","140","75","14","15","0","25","14","15","126","72","34","34","92","60"
"8600000US11104","ZCTA5 11104","58","55","52","53","0","22","52","53","6","15","6","15","0","22"
"8600000US11105","ZCTA5 11105","245","105","67","69","35","52","32","47","178","87","33","39","145","82"
"8600000US11106","ZCTA5 11106","431","209","105","85","42","56","63","60","326","190","85","69","241","166"
"8600000US11109","ZCTA5 11109","0","17","0","17","0","17","0","17","0","17","0","17","0","17"
"8600000US11201","ZCTA5 11201","184","108","71","82","71","82","0","28","113","68","55","40","58","56"
"8600000US11203","ZCTA5 11203","124","88","20","28","0","28","20","28","104","71","39","39","65","47"
"8600000US11204","ZCTA5 11204","128","114","0","28","0","28","0","28","128","114","109","113","19","22"
"8600000US11205","ZCTA5 11205","261","116","55","53","42","49","13","20","206","111","68","54","138","77"
"8600000US11206","ZCTA5 11206","1137","286","530","250","307","145","223","143","607","182","297","111","310","134"
"8600000US11207","ZCTA5 11207","1070","288","383","145","273","115","110","70","687","222","289","129","398","165"
