"GEO_ID","NAME","B10051I_001E","B10051I_001M","B10051I_002E","B10051I_002M","B10051I_003E","B10051I_003M","B10051I_004E","B10051I_004M","B10051I_005E","B10051I_005M","B10051I_006E","B10051I_006M","B10051I_007E","B10051I_007M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Grandparent responsible for own grandchildren under 18 years","Margin of Error!!Total!!Grandparent responsible for own grandchildren under 18 years","Estimate!!Total!!Grandparent responsible for own grandchildren under 18 years!!30 to 59 years","Margin of Error!!Total!!Grandparent responsible for own grandchildren under 18 years!!30 to 59 years","Estimate!!Total!!Grandparent responsible for own grandchildren under 18 years!!60 years and over","Margin of Error!!Total!!Grandparent responsible for own grandchildren under 18 years!!60 years and over","Estimate!!Total!!Grandparent not responsible for own grandchildren under 18 years","Margin of Error!!Total!!Grandparent not responsible for own grandchildren under 18 years","Estimate!!Total!!Grandparent not responsible for own grandchildren under 18 years!!30 to 59 years","Margin of Error!!Total!!Grandparent not responsible for own grandchildren under 18 years!!30 to 59 years","Estimate!!Total!!Grandparent not responsible for own grandchildren under 18 years!!60 years and over","Margin of Error!!Total!!Grandparent not responsible for own grandchildren under 18 years!!60 years and over"
"8600000US44851","ZCTA5 44851","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US44853","ZCTA5 44853","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US44854","ZCTA5 44854","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US44855","ZCTA5 44855","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US44856","ZCTA5 44856","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US44857","ZCTA5 44857","0","21","0","21","0","21","0","21","0","21","0","21","0","21"
"8600000US44859","ZCTA5 44859","1","4","1","4","0","11","1","4","0","11","0","11","0","11"
"8600000US44861","ZCTA5 44861","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US44864","ZCTA5 44864","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US44865","ZCTA5 44865","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US44866","ZCTA5 44866","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US44867","ZCTA5 44867","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US44870","ZCTA5 44870","76","62","27","33","27","33","0","24","49","46","0","24","49","46"
"8600000US44874","ZCTA5 44874","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US44875","ZCTA5 44875","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US44878","ZCTA5 44878","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US44880","ZCTA5 44880","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US44881","ZCTA5 44881","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US44882","ZCTA5 44882","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US44883","ZCTA5 44883","14","23","0","21","0","21","0","21","14","23","0","21","14","23"
"8600000US44887","ZCTA5 44887","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US44889","ZCTA5 44889","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"8600000US44890","ZCTA5 44890","13","29","13","29","6","13","7","16","0","18","0","18","0","18"
"8600000US44901","ZCTA5 44901","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US44902","ZCTA5 44902","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US44903","ZCTA5 44903","0","21","0","21","0","21","0","21","0","21","0","21","0","21"
"8600000US44904","ZCTA5 44904","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US44905","ZCTA5 44905","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US44906","ZCTA5 44906","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US44907","ZCTA5 44907","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45001","ZCTA5 45001","2","4","2","4","0","11","2","4","0","11","0","11","0","11"
"8600000US45002","ZCTA5 45002","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45003","ZCTA5 45003","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45005","ZCTA5 45005","19","20","0","24","0","24","0","24","19","20","9","13","10","15"
"8600000US45011","ZCTA5 45011","156","134","29","44","29","44","0","27","127","124","78","101","49","57"
"8600000US45013","ZCTA5 45013","0","27","0","27","0","27","0","27","0","27","0","27","0","27"
"8600000US45014","ZCTA5 45014","122","84","40","56","40","56","0","24","82","64","0","24","82","64"
"8600000US45015","ZCTA5 45015","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45030","ZCTA5 45030","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45032","ZCTA5 45032","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45033","ZCTA5 45033","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45034","ZCTA5 45034","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45036","ZCTA5 45036","0","24","0","24","0","24","0","24","0","24","0","24","0","24"
"8600000US45039","ZCTA5 45039","0","21","0","21","0","21","0","21","0","21","0","21","0","21"
"8600000US45040","ZCTA5 45040","34","50","34","50","34","50","0","27","0","27","0","27","0","27"
"8600000US45041","ZCTA5 45041","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45042","ZCTA5 45042","5","7","0","21","0","21","0","21","5","7","5","7","0","21"
"8600000US45044","ZCTA5 45044","43","44","43","44","43","44","0","27","0","27","0","27","0","27"
"8600000US45050","ZCTA5 45050","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"8600000US45051","ZCTA5 45051","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45052","ZCTA5 45052","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45053","ZCTA5 45053","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45054","ZCTA5 45054","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45056","ZCTA5 45056","0","21","0","21","0","21","0","21","0","21","0","21","0","21"
"8600000US45062","ZCTA5 45062","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45064","ZCTA5 45064","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45065","ZCTA5 45065","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45066","ZCTA5 45066","0","21","0","21","0","21","0","21","0","21","0","21","0","21"
"8600000US45067","ZCTA5 45067","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45068","ZCTA5 45068","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45069","ZCTA5 45069","146","107","8","12","8","12","0","27","138","107","54","67","84","93"
"8600000US45070","ZCTA5 45070","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45101","ZCTA5 45101","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45102","ZCTA5 45102","0","21","0","21","0","21","0","21","0","21","0","21","0","21"
"8600000US45103","ZCTA5 45103","8","13","0","24","0","24","0","24","8","13","0","24","8","13"
"8600000US45106","ZCTA5 45106","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45107","ZCTA5 45107","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"8600000US45111","ZCTA5 45111","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45112","ZCTA5 45112","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45113","ZCTA5 45113","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45115","ZCTA5 45115","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45118","ZCTA5 45118","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45120","ZCTA5 45120","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45121","ZCTA5 45121","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"8600000US45122","ZCTA5 45122","27","43","0","18","0","18","0","18","27","43","27","43","0","18"
"8600000US45123","ZCTA5 45123","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"8600000US45130","ZCTA5 45130","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45131","ZCTA5 45131","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45132","ZCTA5 45132","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45133","ZCTA5 45133","0","21","0","21","0","21","0","21","0","21","0","21","0","21"
"8600000US45135","ZCTA5 45135","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45140","ZCTA5 45140","5","9","0","27","0","27","0","27","5","9","0","27","5","9"
"8600000US45142","ZCTA5 45142","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45144","ZCTA5 45144","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45145","ZCTA5 45145","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45146","ZCTA5 45146","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45147","ZCTA5 45147","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45148","ZCTA5 45148","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45150","ZCTA5 45150","0","24","0","24","0","24","0","24","0","24","0","24","0","24"
"8600000US45152","ZCTA5 45152","2","4","0","18","0","18","0","18","2","4","0","18","2","4"
"8600000US45153","ZCTA5 45153","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45154","ZCTA5 45154","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"8600000US45155","ZCTA5 45155","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45156","ZCTA5 45156","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45157","ZCTA5 45157","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45158","ZCTA5 45158","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45159","ZCTA5 45159","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45160","ZCTA5 45160","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45162","ZCTA5 45162","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45164","ZCTA5 45164","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45166","ZCTA5 45166","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45167","ZCTA5 45167","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45168","ZCTA5 45168","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45169","ZCTA5 45169","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45171","ZCTA5 45171","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"8600000US45172","ZCTA5 45172","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45174","ZCTA5 45174","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45176","ZCTA5 45176","8","15","8","15","8","15","0","16","0","16","0","16","0","16"
"8600000US45177","ZCTA5 45177","13","20","0","21","0","21","0","21","13","20","13","20","0","21"
"8600000US45202","ZCTA5 45202","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45203","ZCTA5 45203","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45204","ZCTA5 45204","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"8600000US45205","ZCTA5 45205","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45206","ZCTA5 45206","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45207","ZCTA5 45207","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"8600000US45208","ZCTA5 45208","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45209","ZCTA5 45209","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45211","ZCTA5 45211","0","24","0","24","0","24","0","24","0","24","0","24","0","24"
"8600000US45212","ZCTA5 45212","0","21","0","21","0","21","0","21","0","21","0","21","0","21"
"8600000US45213","ZCTA5 45213","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45214","ZCTA5 45214","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"8600000US45215","ZCTA5 45215","24","35","0","24","0","24","0","24","24","35","0","24","24","35"
"8600000US45216","ZCTA5 45216","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"8600000US45217","ZCTA5 45217","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"8600000US45218","ZCTA5 45218","12","20","12","20","12","20","0","11","0","11","0","11","0","11"
"8600000US45219","ZCTA5 45219","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45220","ZCTA5 45220","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45223","ZCTA5 45223","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45224","ZCTA5 45224","0","21","0","21","0","21","0","21","0","21","0","21","0","21"
"8600000US45225","ZCTA5 45225","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"8600000US45226","ZCTA5 45226","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"8600000US45227","ZCTA5 45227","47","72","47","72","47","72","0","18","0","18","0","18","0","18"
"8600000US45229","ZCTA5 45229","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45230","ZCTA5 45230","0","21","0","21","0","21","0","21","0","21","0","21","0","21"
"8600000US45231","ZCTA5 45231","9","14","0","24","0","24","0","24","9","14","0","24","9","14"
"8600000US45232","ZCTA5 45232","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"8600000US45233","ZCTA5 45233","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45236","ZCTA5 45236","24","37","0","21","0","21","0","21","24","37","0","21","24","37"
"8600000US45237","ZCTA5 45237","0","21","0","21","0","21","0","21","0","21","0","21","0","21"
"8600000US45238","ZCTA5 45238","151","146","0","24","0","24","0","24","151","146","151","146","0","24"
"8600000US45239","ZCTA5 45239","0","21","0","21","0","21","0","21","0","21","0","21","0","21"
"8600000US45240","ZCTA5 45240","0","21","0","21","0","21","0","21","0","21","0","21","0","21"
"8600000US45241","ZCTA5 45241","0","21","0","21","0","21","0","21","0","21","0","21","0","21"
"8600000US45242","ZCTA5 45242","0","21","0","21","0","21","0","21","0","21","0","21","0","21"
"8600000US45243","ZCTA5 45243","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45244","ZCTA5 45244","0","21","0","21","0","21","0","21","0","21","0","21","0","21"
"8600000US45245","ZCTA5 45245","17","27","0","21","0","21","0","21","17","27","17","27","0","21"
"8600000US45246","ZCTA5 45246","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45247","ZCTA5 45247","0","21","0","21","0","21","0","21","0","21","0","21","0","21"
"8600000US45248","ZCTA5 45248","0","21","0","21","0","21","0","21","0","21","0","21","0","21"
"8600000US45249","ZCTA5 45249","86","109","52","97","52","97","0","18","34","55","0","18","34","55"
"8600000US45251","ZCTA5 45251","0","21","0","21","0","21","0","21","0","21","0","21","0","21"
"8600000US45252","ZCTA5 45252","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45255","ZCTA5 45255","0","21","0","21","0","21","0","21","0","21","0","21","0","21"
"8600000US45301","ZCTA5 45301","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45302","ZCTA5 45302","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45303","ZCTA5 45303","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45304","ZCTA5 45304","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"8600000US45305","ZCTA5 45305","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45306","ZCTA5 45306","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45307","ZCTA5 45307","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45308","ZCTA5 45308","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45309","ZCTA5 45309","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45310","ZCTA5 45310","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45311","ZCTA5 45311","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"8600000US45312","ZCTA5 45312","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45314","ZCTA5 45314","30","47","30","47","30","47","0","16","0","16","0","16","0","16"
"8600000US45315","ZCTA5 45315","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45316","ZCTA5 45316","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45317","ZCTA5 45317","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45318","ZCTA5 45318","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"8600000US45319","ZCTA5 45319","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45320","ZCTA5 45320","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45321","ZCTA5 45321","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45322","ZCTA5 45322","0","21","0","21","0","21","0","21","0","21","0","21","0","21"
"8600000US45323","ZCTA5 45323","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45324","ZCTA5 45324","0","24","0","24","0","24","0","24","0","24","0","24","0","24"
"8600000US45325","ZCTA5 45325","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45326","ZCTA5 45326","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45327","ZCTA5 45327","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"8600000US45328","ZCTA5 45328","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45330","ZCTA5 45330","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45331","ZCTA5 45331","0","21","0","21","0","21","0","21","0","21","0","21","0","21"
"8600000US45332","ZCTA5 45332","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45333","ZCTA5 45333","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45334","ZCTA5 45334","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45335","ZCTA5 45335","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"8600000US45336","ZCTA5 45336","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45337","ZCTA5 45337","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45338","ZCTA5 45338","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"8600000US45339","ZCTA5 45339","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45340","ZCTA5 45340","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45341","ZCTA5 45341","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45342","ZCTA5 45342","0","24","0","24","0","24","0","24","0","24","0","24","0","24"
"8600000US45344","ZCTA5 45344","17","25","0","18","0","18","0","18","17","25","17","25","0","18"
"8600000US45345","ZCTA5 45345","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"8600000US45346","ZCTA5 45346","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45347","ZCTA5 45347","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45348","ZCTA5 45348","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45349","ZCTA5 45349","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45350","ZCTA5 45350","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45351","ZCTA5 45351","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45352","ZCTA5 45352","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45353","ZCTA5 45353","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45354","ZCTA5 45354","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45356","ZCTA5 45356","0","21","0","21","0","21","0","21","0","21","0","21","0","21"
"8600000US45358","ZCTA5 45358","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45359","ZCTA5 45359","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45360","ZCTA5 45360","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45361","ZCTA5 45361","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45362","ZCTA5 45362","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45363","ZCTA5 45363","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45365","ZCTA5 45365","0","24","0","24","0","24","0","24","0","24","0","24","0","24"
"8600000US45368","ZCTA5 45368","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45369","ZCTA5 45369","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45370","ZCTA5 45370","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45371","ZCTA5 45371","1","7","1","7","1","7","0","18","0","18","0","18","0","18"
"8600000US45372","ZCTA5 45372","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45373","ZCTA5 45373","0","24","0","24","0","24","0","24","0","24","0","24","0","24"
"8600000US45377","ZCTA5 45377","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45378","ZCTA5 45378","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45380","ZCTA5 45380","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"8600000US45381","ZCTA5 45381","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"8600000US45382","ZCTA5 45382","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45383","ZCTA5 45383","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"8600000US45384","ZCTA5 45384","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45385","ZCTA5 45385","56","60","39","55","39","55","0","24","17","27","0","24","17","27"
"8600000US45387","ZCTA5 45387","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"8600000US45388","ZCTA5 45388","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45389","ZCTA5 45389","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45390","ZCTA5 45390","31","44","0","11","0","11","0","11","31","44","0","11","31","44"
"8600000US45402","ZCTA5 45402","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45403","ZCTA5 45403","9","16","0","18","0","18","0","18","9","16","9","16","0","18"
"8600000US45404","ZCTA5 45404","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45405","ZCTA5 45405","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45406","ZCTA5 45406","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45409","ZCTA5 45409","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45410","ZCTA5 45410","39","61","0","18","0","18","0","18","39","61","0","18","39","61"
"8600000US45414","ZCTA5 45414","0","21","0","21","0","21","0","21","0","21","0","21","0","21"
"8600000US45415","ZCTA5 45415","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45416","ZCTA5 45416","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"8600000US45417","ZCTA5 45417","0","21","0","21","0","21","0","21","0","21","0","21","0","21"
"8600000US45418","ZCTA5 45418","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45419","ZCTA5 45419","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45420","ZCTA5 45420","0","21","0","21","0","21","0","21","0","21","0","21","0","21"
"8600000US45424","ZCTA5 45424","46","40","14","21","14","21","0","27","32","33","10","15","22","28"
"8600000US45426","ZCTA5 45426","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45428","ZCTA5 45428","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45429","ZCTA5 45429","0","21","0","21","0","21","0","21","0","21","0","21","0","21"
"8600000US45430","ZCTA5 45430","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"8600000US45431","ZCTA5 45431","45","52","0","21","0","21","0","21","45","52","0","21","45","52"
"8600000US45432","ZCTA5 45432","29","41","29","41","0","18","29","41","0","18","0","18","0","18"
"8600000US45433","ZCTA5 45433","15","23","15","23","15","23","0","11","0","11","0","11","0","11"
"8600000US45434","ZCTA5 45434","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45439","ZCTA5 45439","35","53","35","53","35","53","0","18","0","18","0","18","0","18"
"8600000US45440","ZCTA5 45440","0","21","0","21","0","21","0","21","0","21","0","21","0","21"
"8600000US45449","ZCTA5 45449","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45458","ZCTA5 45458","0","24","0","24","0","24","0","24","0","24","0","24","0","24"
"8600000US45459","ZCTA5 45459","13","20","0","21","0","21","0","21","13","20","0","21","13","20"
"8600000US45502","ZCTA5 45502","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45503","ZCTA5 45503","26","40","0","24","0","24","0","24","26","40","0","24","26","40"
"8600000US45504","ZCTA5 45504","21","33","21","33","21","33","0","18","0","18","0","18","0","18"
"8600000US45505","ZCTA5 45505","2","4","2","4","2","4","0","18","0","18","0","18","0","18"
"8600000US45506","ZCTA5 45506","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45601","ZCTA5 45601","16","22","0","27","0","27","0","27","16","22","0","27","16","22"
"8600000US45612","ZCTA5 45612","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45613","ZCTA5 45613","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45614","ZCTA5 45614","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45616","ZCTA5 45616","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45617","ZCTA5 45617","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45618","ZCTA5 45618","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45619","ZCTA5 45619","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"8600000US45620","ZCTA5 45620","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45621","ZCTA5 45621","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45622","ZCTA5 45622","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45623","ZCTA5 45623","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45624","ZCTA5 45624","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45628","ZCTA5 45628","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"8600000US45629","ZCTA5 45629","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45630","ZCTA5 45630","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45631","ZCTA5 45631","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US45634","ZCTA5 45634","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45636","ZCTA5 45636","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US45638","ZCTA5 45638","0","21","0","21","0","21","0","21","0","21","0","21","0","21"
