"GEO_ID","NAME","B08105I_001E","B08105I_001M","B08105I_002E","B08105I_002M","B08105I_003E","B08105I_003M","B08105I_004E","B08105I_004M","B08105I_005E","B08105I_005M","B08105I_006E","B08105I_006M","B08105I_007E","B08105I_007M"
"8600000US28524","ZCTA5 28524","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US28530","ZCTA5 28530","148","125","138","121","10","16","0","17","0","17","0","17","0","17"
"8600000US28556","ZCTA5 28556","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US28573","ZCTA5 28573","52","57","5","10","47","58","0","12","0","12","0","12","0","12"
"8600000US28621","ZCTA5 28621","431","198","325","174","34","33","0","19","0","19","37","43","35","47"
"8600000US28631","ZCTA5 28631","84","114","0","12","84","114","0","12","0","12","0","12","0","12"
"8600000US28644","ZCTA5 28644","11","18","0","12","11","18","0","12","0","12","0","12","0","12"
"8600000US28675","ZCTA5 28675","319","128","238","140","70","80","0","17","0","17","11","18","0","17"
"8600000US28684","ZCTA5 28684","23","35","23","35","0","12","0","12","0","12","0","12","0","12"
"8600000US28405","ZCTA5 28405","656","256","435","188","204","130","0","26","17","27","0","26","0","26"
"8600000US28442","ZCTA5 28442","24","37","11","19","13","19","0","12","0","12","0","12","0","12"
"8600000US28444","ZCTA5 28444","2","6","1","4","0","12","0","12","0","12","0","12","1","4"
"8600000US28466","ZCTA5 28466","400","166","253","156","98","101","0","17","0","17","35","48","14","23"
"8600000US28718","ZCTA5 28718","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US28722","ZCTA5 28722","286","94","236","109","37","47","0","17","0","17","11","17","2","3"
"8600000US28077","ZCTA5 28077","10","19","10","19","0","12","0","12","0","12","0","12","0","12"
"8600000US28097","ZCTA5 28097","133","97","42","38","27","32","0","17","40","57","0","17","24","35"
"8600000US28103","ZCTA5 28103","144","88","80","59","64","62","0","19","0","19","0","19","0","19"
"8600000US28105","ZCTA5 28105","2379","418","1993","400","251","132","15","21","46","52","41","55","33","27"
"8600000US28110","ZCTA5 28110","4000","488","3057","454","868","222","0","29","3","6","72","62","0","29"
"8600000US28124","ZCTA5 28124","16","17","11","12","5","8","0","17","0","17","0","17","0","17"
"8600000US28127","ZCTA5 28127","18","23","18","23","0","17","0","17","0","17","0","17","0","17"
"8600000US28137","ZCTA5 28137","23","22","19","21","0","12","0","12","4","9","0","12","0","12"
"8600000US28139","ZCTA5 28139","142","91","127","88","15","24","0","23","0","23","0","23","0","23"
"8600000US28212","ZCTA5 28212","5173","678","3178","439","1594","417","105","78","66","56","66","54","164","105"
"8600000US28217","ZCTA5 28217","4450","633","2400","435","1667","341","273","116","11","18","39","42","60","65"
"8600000US28227","ZCTA5 28227","3753","487","2813","491","623","229","58","53","0","29","63","66","196","128"
"8600000US29440","ZCTA5 29440","327","148","183","95","130","78","14","20","0","23","0","23","0","23"
"8600000US29450","ZCTA5 29450","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29452","ZCTA5 29452","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29456","ZCTA5 29456","1008","277","748","227","200","108","0","26","5","8","0","26","55","65"
"8600000US29477","ZCTA5 29477","13","24","13","24","0","17","0","17","0","17","0","17","0","17"
"8600000US29525","ZCTA5 29525","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29340","ZCTA5 29340","149","87","135","86","14","22","0","23","0","23","0","23","0","23"
"8600000US29353","ZCTA5 29353","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29364","ZCTA5 29364","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29369","ZCTA5 29369","87","65","75","57","12","16","0","19","0","19","0","19","0","19"
"8600000US29370","ZCTA5 29370","14","16","6","9","0","12","0","12","8","12","0","12","0","12"
"8600000US29374","ZCTA5 29374","53","61","32","36","0","12","0","12","0","12","21","32","0","12"
"8600000US29385","ZCTA5 29385","325","144","231","127","78","83","0","17","0","17","0","17","16","23"
"8600000US29448","ZCTA5 29448","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29466","ZCTA5 29466","370","138","341","155","0","26","0","26","0","26","0","26","29","51"
"8600000US29472","ZCTA5 29472","81","77","81","77","0","17","0","17","0","17","0","17","0","17"
"8600000US29488","ZCTA5 29488","323","164","86","94","237","102","0","23","0","23","0","23","0","23"
"8600000US29501","ZCTA5 29501","482","163","424","151","29","45","0","26","0","26","10","16","19","19"
"8600000US29510","ZCTA5 29510","114","86","83","72","31","44","0","19","0","19","0","19","0","19"
"8600000US29541","ZCTA5 29541","29","37","9","15","20","33","0","17","0","17","0","17","0","17"
"8600000US29943","ZCTA5 29943","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29482","ZCTA5 29482","26","18","20","16","0","12","0","12","0","12","0","12","6","9"
"8600000US29485","ZCTA5 29485","1734","339","1474","303","166","103","12","20","0","29","0","29","82","53"
"8600000US29518","ZCTA5 29518","6","17","6","17","0","12","0","12","0","12","0","12","0","12"
"8600000US29547","ZCTA5 29547","100","69","11","16","86","78","0","12","0","12","0","12","3","4"
"8600000US29568","ZCTA5 29568","123","85","85","61","38","44","0","19","0","19","0","19","0","19"
"8600000US29615","ZCTA5 29615","1621","357","1210","301","251","143","0","26","35","45","0","26","125","76"
"8600000US29640","ZCTA5 29640","573","213","415","180","158","127","0","26","0","26","0","26","0","26"
"8600000US29643","ZCTA5 29643","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29649","ZCTA5 29649","299","125","218","105","65","63","0","23","0","23","0","23","16","24"
"8600000US29661","ZCTA5 29661","147","70","64","49","65","51","5","12","0","17","13","22","0","17"
"8600000US29664","ZCTA5 29664","10","16","0","12","0","12","0","12","0","12","0","12","10","16"
"8600000US29666","ZCTA5 29666","41","53","14","18","27","49","0","17","0","17","0","17","0","17"
"8600000US29673","ZCTA5 29673","543","216","478","195","63","74","0","23","0","23","0","23","2","4"
"8600000US29676","ZCTA5 29676","47","42","25","28","0","17","0","17","0","17","0","17","22","35"
"8600000US29682","ZCTA5 29682","51","55","51","55","0","12","0","12","0","12","0","12","0","12"
"8600000US29687","ZCTA5 29687","1681","433","1383","334","206","176","34","51","0","26","0","26","58","52"
"8600000US29693","ZCTA5 29693","96","58","34","34","52","44","6","12","0","19","0","19","4","12"
"8600000US29710","ZCTA5 29710","935","261","746","223","49","45","0","26","0","26","0","26","140","121"
"8600000US29714","ZCTA5 29714","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29717","ZCTA5 29717","10","17","10","17","0","12","0","12","0","12","0","12","0","12"
"8600000US29439","ZCTA5 29439","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29373","ZCTA5 29373","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29404","ZCTA5 29404","95","55","78","47","10","13","0","12","7","14","0","12","0","12"
"8600000US29435","ZCTA5 29435","3","5","0","12","3","5","0","12","0","12","0","12","0","12"
"8600000US29449","ZCTA5 29449","89","75","43","47","39","58","0","17","0","17","0","17","7","12"
"8600000US29458","ZCTA5 29458","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29461","ZCTA5 29461","518","243","402","225","89","92","0","26","17","19","0","26","10","16"
"8600000US29464","ZCTA5 29464","753","242","527","201","172","143","0","29","0","29","51","57","3","5"
"8600000US29470","ZCTA5 29470","122","91","101","70","21","30","0","12","0","12","0","12","0","12"
"8600000US29474","ZCTA5 29474","75","104","0","12","75","104","0","12","0","12","0","12","0","12"
"8600000US29203","ZCTA5 29203","540","332","346","186","154","207","10","16","8","11","22","36","0","26"
"8600000US29209","ZCTA5 29209","681","269","555","233","96","80","18","31","0","26","12","22","0","26"
"8600000US29302","ZCTA5 29302","147","82","141","81","0","19","0","19","0","19","0","19","6","10"
"8600000US29571","ZCTA5 29571","3","12","0","19","3","12","0","19","0","19","0","19","0","19"
"8600000US29307","ZCTA5 29307","407","181","323","177","42","56","0","19","0","19","42","67","0","19"
"8600000US29316","ZCTA5 29316","477","166","366","155","107","85","0","23","4","9","0","23","0","23"
"8600000US29570","ZCTA5 29570","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29577","ZCTA5 29577","1618","339","1128","282","278","137","51","66","0","26","123","128","38","44"
"8600000US29580","ZCTA5 29580","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29593","ZCTA5 29593","8","15","8","15","0","12","0","12","0","12","0","12","0","12"
"8600000US29617","ZCTA5 29617","2917","671","1920","415","877","539","0","23","5","10","96","85","19","25"
"8600000US29621","ZCTA5 29621","662","282","591","278","44","47","1","2","26","28","0","26","0","26"
"8600000US29626","ZCTA5 29626","182","145","91","87","74","75","0","19","17","29","0","19","0","19"
"8600000US29631","ZCTA5 29631","277","147","177","110","42","68","33","52","8","11","0","19","17","26"
"8600000US29644","ZCTA5 29644","360","193","218","145","93","85","0","23","0","23","0","23","49","53"
"8600000US29658","ZCTA5 29658","3","5","0","12","0","12","1","5","0","12","0","12","2","5"
"8600000US29690","ZCTA5 29690","493","209","351","168","29","26","0","23","87","71","7","16","19","22"
"8600000US29692","ZCTA5 29692","32","37","14","18","12","18","6","11","0","12","0","12","0","12"
"8600000US29696","ZCTA5 29696","155","75","131","72","24","19","0","17","0","17","0","17","0","17"
"8600000US29727","ZCTA5 29727","18","31","18","31","0","12","0","12","0","12","0","12","0","12"
"8600000US29810","ZCTA5 29810","22","27","6","9","0","12","0","12","16","26","0","12","0","12"
"8600000US29840","ZCTA5 29840","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29848","ZCTA5 29848","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29939","ZCTA5 29939","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29046","ZCTA5 29046","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29101","ZCTA5 29101","50","42","18","27","11","24","11","23","0","12","0","12","10","22"
"8600000US29168","ZCTA5 29168","17","30","17","30","0","12","0","12","0","12","0","12","0","12"
"8600000US29940","ZCTA5 29940","19","24","19","24","0","12","0","12","0","12","0","12","0","12"
"8600000US29137","ZCTA5 29137","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29153","ZCTA5 29153","134","112","134","112","0","19","0","19","0","19","0","19","0","19"
"8600000US29162","ZCTA5 29162","92","84","28","24","64","78","0","12","0","12","0","12","0","12"
"8600000US29169","ZCTA5 29169","1928","410","917","304","639","281","0","23","0","23","341","271","31","40"
"8600000US29202","ZCTA5 29202","12","21","12","21","0","12","0","12","0","12","0","12","0","12"
"8600000US29148","ZCTA5 29148","16","23","16","23","0","17","0","17","0","17","0","17","0","17"
"8600000US29320","ZCTA5 29320","173","172","88","120","85","126","0","12","0","12","0","12","0","12"
"8600000US29453","ZCTA5 29453","74","95","9","15","0","12","0","12","0","12","65","95","0","12"
"8600000US29581","ZCTA5 29581","30","41","30","41","0","17","0","17","0","17","0","17","0","17"
"8600000US29657","ZCTA5 29657","195","121","155","102","14","18","26","39","0","19","0","19","0","19"
"8600000US29569","ZCTA5 29569","198","151","66","55","132","145","0","19","0","19","0","19","0","19"
"8600000US29607","ZCTA5 29607","1255","261","962","235","151","82","0","26","90","87","35","53","17","21"
"8600000US29741","ZCTA5 29741","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29902","ZCTA5 29902","530","187","344","160","64","49","9","13","22","30","64","88","27","28"
"8600000US29944","ZCTA5 29944","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29945","ZCTA5 29945","16","37","16","37","0","17","0","17","0","17","0","17","0","17"
"8600000US29712","ZCTA5 29712","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29520","ZCTA5 29520","80","71","42","35","38","50","0","19","0","19","0","19","0","19"
"8600000US29642","ZCTA5 29642","377","176","313","130","56","85","0","26","0","26","8","13","0","26"
"8600000US29667","ZCTA5 29667","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29689","ZCTA5 29689","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29080","ZCTA5 29080","60","43","45","33","15","22","0","12","0","12","0","12","0","12"
"8600000US29146","ZCTA5 29146","15","23","11","22","0","12","0","12","4","7","0","12","0","12"
"8600000US29045","ZCTA5 29045","685","227","356","187","263","175","0","23","0","23","66","98","0","23"
"8600000US29118","ZCTA5 29118","141","89","125","87","16","29","0","19","0","19","0","19","0","19"
"8600000US29372","ZCTA5 29372","32","32","30","33","0","12","2","4","0","12","0","12","0","12"
"8600000US29492","ZCTA5 29492","250","94","224","90","7","11","0","19","0","19","0","19","19","31"
"8600000US29020","ZCTA5 29020","317","201","264","200","46","37","7","9","0","23","0","23","0","23"
"8600000US29044","ZCTA5 29044","65","119","5","10","0","17","0","17","60","118","0","17","0","17"
"8600000US29036","ZCTA5 29036","368","153","327","150","0","23","0","23","0","23","3","6","38","40"
"8600000US29037","ZCTA5 29037","21","31","21","31","0","12","0","12","0","12","0","12","0","12"
"8600000US29039","ZCTA5 29039","21","37","21","37","0","12","0","12","0","12","0","12","0","12"
"8600000US29040","ZCTA5 29040","289","216","200","176","18","35","0","19","0","19","0","19","71","103"
"8600000US29042","ZCTA5 29042","0","17","0","17","0","17","0","17","0","17","0","17","0","17"
"8600000US29208","ZCTA5 29208","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29126","ZCTA5 29126","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29117","ZCTA5 29117","2","5","0","12","0","12","0","12","2","5","0","12","0","12"
"8600000US29147","ZCTA5 29147","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29225","ZCTA5 29225","8","16","0","12","0","12","0","12","8","16","0","12","0","12"
"8600000US29324","ZCTA5 29324","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29329","ZCTA5 29329","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29331","ZCTA5 29331","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29333","ZCTA5 29333","47","52","0","12","24","39","0","12","23","38","0","12","0","12"
"8600000US29346","ZCTA5 29346","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29368","ZCTA5 29368","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29378","ZCTA5 29378","26","43","26","43","0","12","0","12","0","12","0","12","0","12"
"8600000US29409","ZCTA5 29409","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29410","ZCTA5 29410","1039","264","600","230","278","171","0","23","37","55","95","118","29","40"
"8600000US29424","ZCTA5 29424","4","8","0","12","0","12","0","12","4","8","0","12","0","12"
"8600000US29588","ZCTA5 29588","2063","448","1447","367","576","287","0","26","0","26","32","47","8","14"
"8600000US29613","ZCTA5 29613","50","35","24","22","3","6","0","12","20","25","0","12","3","6"
"8600000US29614","ZCTA5 29614","119","49","18","22","30","29","0","12","62","35","3","6","6","15"
"8600000US29634","ZCTA5 29634","1","3","0","17","0","17","0","17","1","3","0","17","0","17"
"8600000US29707","ZCTA5 29707","906","305","865","309","41","47","0","23","0","23","0","23","0","23"
"8600000US29733","ZCTA5 29733","24","26","7","14","0","12","0","12","10","18","0","12","7","15"
"8600000US29899","ZCTA5 29899","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29904","ZCTA5 29904","180","84","47","73","91","54","5","11","3","8","10","14","24","26"
"8600000US29905","ZCTA5 29905","488","196","83","72","38","43","11","22","13","18","88","65","255","175"
"8600000US29907","ZCTA5 29907","474","226","407","213","43","56","0","19","0","19","24","42","0","19"
"8600000US29909","ZCTA5 29909","143","118","129","119","14","17","0","19","0","19","0","19","0","19"
"8600000US29912","ZCTA5 29912","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29915","ZCTA5 29915","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29817","ZCTA5 29817","38","38","22","31","0","12","6","11","10","16","0","12","0","12"
"8600000US29321","ZCTA5 29321","12","25","12","25","0","12","0","12","0","12","0","12","0","12"
"8600000US29014","ZCTA5 29014","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29038","ZCTA5 29038","30","46","30","46","0","12","0","12","0","12","0","12","0","12"
"8600000US29053","ZCTA5 29053","428","214","339","180","47","55","0","19","0","19","31","48","11","16"
"8600000US29055","ZCTA5 29055","5","13","5","13","0","12","0","12","0","12","0","12","0","12"
"8600000US29072","ZCTA5 29072","1121","383","724","178","337","357","1","3","0","29","8","15","51","52"
"8600000US29074","ZCTA5 29074","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29114","ZCTA5 29114","10","14","0","12","10","14","0","12","0","12","0","12","0","12"
"8600000US29123","ZCTA5 29123","136","119","118","115","18","22","0","17","0","17","0","17","0","17"
"8600000US29178","ZCTA5 29178","9","14","9","14","0","12","0","12","0","12","0","12","0","12"
"8600000US29223","ZCTA5 29223","1965","499","1537","369","380","205","0","29","0","29","0","29","48","54"
"8600000US29306","ZCTA5 29306","133","79","95","63","36","49","0","19","0","19","0","19","2","4"
"8600000US29322","ZCTA5 29322","132","103","112","95","20","33","0","17","0","17","0","17","0","17"
"8600000US29376","ZCTA5 29376","174","177","174","177","0","17","0","17","0","17","0","17","0","17"
"8600000US29403","ZCTA5 29403","311","137","146","88","32","44","0","23","40","57","64","36","29","34"
"8600000US29406","ZCTA5 29406","3119","407","1991","356","783","251","89","89","122","63","96","81","38","38"
"8600000US29414","ZCTA5 29414","570","216","405","202","37","45","1","2","0","26","0","26","127","111"
"8600000US29471","ZCTA5 29471","47","63","47","63","0","12","0","12","0","12","0","12","0","12"
"8600000US29527","ZCTA5 29527","537","233","379","184","146","117","0","23","0","23","0","23","12","20"
"8600000US29530","ZCTA5 29530","26","28","17","25","9","13","0","12","0","12","0","12","0","12"
"8600000US29850","ZCTA5 29850","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29856","ZCTA5 29856","63","86","0","12","0","12","0","12","0","12","0","12","63","86"
"8600000US29906","ZCTA5 29906","858","270","613","241","188","127","0","23","27","33","13","17","17","23"
"8600000US29916","ZCTA5 29916","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29928","ZCTA5 29928","258","173","221","170","37","46","0","19","0","19","0","19","0","19"
"8600000US29929","ZCTA5 29929","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29160","ZCTA5 29160","71","68","60","50","7","31","3","7","0","17","0","17","1","4"
"8600000US29070","ZCTA5 29070","392","202","259","149","112","100","0","19","0","19","21","35","0","19"
"8600000US29113","ZCTA5 29113","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29133","ZCTA5 29133","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29335","ZCTA5 29335","45","47","45","47","0","17","0","17","0","17","0","17","0","17"
"8600000US29164","ZCTA5 29164","5","9","0","17","5","9","0","17","0","17","0","17","0","17"
"8600000US29205","ZCTA5 29205","509","179","299","115","132","121","42","57","0","23","28","22","8","10"
"8600000US29301","ZCTA5 29301","2446","466","1678","459","724","279","1","3","15","24","0","26","28","38"
"8600000US29360","ZCTA5 29360","572","165","422","148","128","91","0","23","0","23","0","23","22","34"
"8600000US29431","ZCTA5 29431","13","16","13","16","0","17","0","17","0","17","0","17","0","17"
"8600000US29451","ZCTA5 29451","110","77","87","69","0","12","0","12","23","36","0","12","0","12"
"8600000US29493","ZCTA5 29493","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29505","ZCTA5 29505","300","127","274","131","0","23","0","23","0","23","0","23","26","41"
"8600000US29543","ZCTA5 29543","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29563","ZCTA5 29563","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29564","ZCTA5 29564","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29624","ZCTA5 29624","202","114","156","99","22","25","0","19","14","26","0","19","10","18"
"8600000US29627","ZCTA5 29627","250","171","209","143","41","57","0","19","0","19","0","19","0","19"
"8600000US29650","ZCTA5 29650","1795","352","1455","332","267","150","0","26","23","34","4","7","46","67"
"8600000US29653","ZCTA5 29653","21","27","21","27","0","12","0","12","0","12","0","12","0","12"
"8600000US29655","ZCTA5 29655","55","54","55","54","0","17","0","17","0","17","0","17","0","17"
"8600000US29684","ZCTA5 29684","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29702","ZCTA5 29702","52","53","37","43","0","17","0","17","0","17","15","25","0","17"
"8600000US29590","ZCTA5 29590","24","37","24","37","0","12","0","12","0","12","0","12","0","12"
"8600000US29560","ZCTA5 29560","90","75","80","70","10","19","0","19","0","19","0","19","0","19"
"8600000US29567","ZCTA5 29567","10","11","7","9","0","12","0","12","0","12","0","12","3","6"
"8600000US29574","ZCTA5 29574","310","113","55","51","255","99","0","19","0","19","0","19","0","19"
"8600000US29582","ZCTA5 29582","256","106","168","88","88","67","0","19","0","19","0","19","0","19"
"8600000US29625","ZCTA5 29625","875","335","763","329","112","81","0","23","0","23","0","23","0","23"
"8600000US29635","ZCTA5 29635","5","7","5","7","0","12","0","12","0","12","0","12","0","12"
"8600000US29683","ZCTA5 29683","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US29686","ZCTA5 29686","10","20","10","20","0","12","0","12","0","12","0","12","0","12"
"8600000US29697","ZCTA5 29697","239","158","122","127","117","87","0","19","0","19","0","19","0","19"
"8600000US29001","ZCTA5 29001","22","27","16","23","4","7","0","12","0","12","0","12","2","6"
