"GEO_ID","NAME","B08105I_001E","B08105I_001M","B08105I_002E","B08105I_002M","B08105I_003E","B08105I_003M","B08105I_004E","B08105I_004M","B08105I_005E","B08105I_005M","B08105I_006E","B08105I_006M","B08105I_007E","B08105I_007M"
"8600000US42039","ZCTA5 42039","9","18","9","18","0","11","0","11","0","11","0","11","0","11"
"8600000US42053","ZCTA5 42053","49","46","40","34","9","16","0","16","0","16","0","16","0","16"
"8600000US42071","ZCTA5 42071","373","102","227","106","51","48","0","24","95","80","0","24","0","24"
"8600000US42122","ZCTA5 42122","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"8600000US42159","ZCTA5 42159","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42160","ZCTA5 42160","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42166","ZCTA5 42166","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42206","ZCTA5 42206","99","68","79","62","20","32","0","16","0","16","0","16","0","16"
"8600000US42220","ZCTA5 42220","108","96","54","53","54","116","0","16","0","16","0","16","0","16"
"8600000US42338","ZCTA5 42338","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42259","ZCTA5 42259","6","11","0","11","0","11","0","11","6","11","0","11","0","11"
"8600000US42261","ZCTA5 42261","95","41","60","37","35","25","0","18","0","18","0","18","0","18"
"8600000US42274","ZCTA5 42274","28","45","28","45","0","11","0","11","0","11","0","11","0","11"
"8600000US42347","ZCTA5 42347","25","37","25","37","0","16","0","16","0","16","0","16","0","16"
"8600000US42366","ZCTA5 42366","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"8600000US42410","ZCTA5 42410","22","25","22","25","0","11","0","11","0","11","0","11","0","11"
"8600000US42431","ZCTA5 42431","269","66","269","66","0","21","0","21","0","21","0","21","0","21"
"8600000US42141","ZCTA5 42141","486","161","340","168","76","91","0","24","0","24","0","24","70","96"
"8600000US42202","ZCTA5 42202","75","87","17","18","58","83","0","11","0","11","0","11","0","11"
"8600000US42236","ZCTA5 42236","30","40","0","11","30","40","0","11","0","11","0","11","0","11"
"8600000US42134","ZCTA5 42134","185","70","98","54","10","18","0","18","0","18","77","69","0","18"
"8600000US42157","ZCTA5 42157","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42207","ZCTA5 42207","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42214","ZCTA5 42214","20","32","0","11","20","32","0","11","0","11","0","11","0","11"
"8600000US42215","ZCTA5 42215","17","20","17","20","0","11","0","11","0","11","0","11","0","11"
"8600000US42217","ZCTA5 42217","48","53","48","53","0","11","0","11","0","11","0","11","0","11"
"8600000US42275","ZCTA5 42275","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42463","ZCTA5 42463","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42724","ZCTA5 42724","46","50","46","50","0","16","0","16","0","16","0","16","0","16"
"8600000US42265","ZCTA5 42265","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42044","ZCTA5 42044","44","44","44","44","0","11","0","11","0","11","0","11","0","11"
"8600000US42103","ZCTA5 42103","352","154","267","138","64","64","0","21","0","21","0","21","21","28"
"8600000US42088","ZCTA5 42088","8","14","8","14","0","11","0","11","0","11","0","11","0","11"
"8600000US42211","ZCTA5 42211","81","39","64","19","17","32","0","18","0","18","0","18","0","18"
"8600000US42374","ZCTA5 42374","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42037","ZCTA5 42037","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42102","ZCTA5 42102","25","35","25","35","0","11","0","11","0","11","0","11","0","11"
"8600000US42124","ZCTA5 42124","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42130","ZCTA5 42130","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42156","ZCTA5 42156","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42163","ZCTA5 42163","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42322","ZCTA5 42322","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42356","ZCTA5 42356","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42367","ZCTA5 42367","3","8","0","11","3","8","0","11","0","11","0","11","0","11"
"8600000US42758","ZCTA5 42758","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42764","ZCTA5 42764","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42256","ZCTA5 42256","29","31","29","31","0","11","0","11","0","11","0","11","0","11"
"8600000US42262","ZCTA5 42262","711","208","516","195","134","125","0","16","61","79","0","16","0","16"
"8600000US42266","ZCTA5 42266","11","19","10","19","0","11","0","11","1","3","0","11","0","11"
"8600000US42333","ZCTA5 42333","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42337","ZCTA5 42337","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42343","ZCTA5 42343","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42348","ZCTA5 42348","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42408","ZCTA5 42408","5","10","5","10","0","16","0","16","0","16","0","16","0","16"
"8600000US42440","ZCTA5 42440","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42456","ZCTA5 42456","33","43","33","43","0","11","0","11","0","11","0","11","0","11"
"8600000US42459","ZCTA5 42459","10","20","10","20","0","11","0","11","0","11","0","11","0","11"
"8600000US42027","ZCTA5 42027","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42028","ZCTA5 42028","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42041","ZCTA5 42041","12","25","12","25","0","11","0","11","0","11","0","11","0","11"
"8600000US42048","ZCTA5 42048","4","6","4","6","0","11","0","11","0","11","0","11","0","11"
"8600000US42050","ZCTA5 42050","7","12","4","8","3","9","0","11","0","11","0","11","0","11"
"8600000US42079","ZCTA5 42079","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42086","ZCTA5 42086","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42164","ZCTA5 42164","61","79","22","44","15","34","0","18","0","18","0","18","24","35"
"8600000US42023","ZCTA5 42023","15","21","15","21","0","11","0","11","0","11","0","11","0","11"
"8600000US42056","ZCTA5 42056","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42462","ZCTA5 42462","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42603","ZCTA5 42603","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42539","ZCTA5 42539","68","43","52","33","16","20","0","16","0","16","0","16","0","16"
"8600000US42567","ZCTA5 42567","37","52","37","52","0","16","0","16","0","16","0","16","0","16"
"8600000US42602","ZCTA5 42602","105","64","88","72","17","19","0","18","0","18","0","18","0","18"
"8600000US42629","ZCTA5 42629","11","19","11","19","0","16","0","16","0","16","0","16","0","16"
"8600000US42635","ZCTA5 42635","87","123","87","123","0","11","0","11","0","11","0","11","0","11"
"8600000US42647","ZCTA5 42647","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42649","ZCTA5 42649","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42718","ZCTA5 42718","97","50","40","30","23","37","0","21","34","23","0","21","0","21"
"8600000US42733","ZCTA5 42733","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42754","ZCTA5 42754","50","73","50","73","0","18","0","18","0","18","0","18","0","18"
"8600000US42354","ZCTA5 42354","14","24","14","24","0","11","0","11","0","11","0","11","0","11"
"8600000US42355","ZCTA5 42355","19","22","19","22","0","11","0","11","0","11","0","11","0","11"
"8600000US42368","ZCTA5 42368","30","46","30","46","0","11","0","11","0","11","0","11","0","11"
"8600000US42370","ZCTA5 42370","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42372","ZCTA5 42372","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42409","ZCTA5 42409","32","38","12","18","20","21","0","11","0","11","0","11","0","11"
"8600000US42420","ZCTA5 42420","287","101","215","90","26","24","0","24","0","24","40","45","6","9"
"8600000US42441","ZCTA5 42441","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42458","ZCTA5 42458","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42501","ZCTA5 42501","216","144","132","86","0","18","0","18","61","81","0","18","23","32"
"8600000US42519","ZCTA5 42519","34","50","34","50","0","11","0","11","0","11","0","11","0","11"
"8600000US42566","ZCTA5 42566","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42631","ZCTA5 42631","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42653","ZCTA5 42653","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42726","ZCTA5 42726","86","110","34","38","26","41","0","16","0","16","26","41","0","16"
"8600000US42728","ZCTA5 42728","124","74","124","74","0","18","0","18","0","18","0","18","0","18"
"8600000US42741","ZCTA5 42741","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42753","ZCTA5 42753","17","19","17","19","0","11","0","11","0","11","0","11","0","11"
"8600000US42133","ZCTA5 42133","23","33","5","10","18","31","0","11","0","11","0","11","0","11"
"8600000US42784","ZCTA5 42784","9","14","9","14","0","11","0","11","0","11","0","11","0","11"
"8600000US42788","ZCTA5 42788","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42021","ZCTA5 42021","10","13","10","13","0","11","0","11","0","11","0","11","0","11"
"8600000US42081","ZCTA5 42081","4","6","4","6","0","11","0","11","0","11","0","11","0","11"
"8600000US42371","ZCTA5 42371","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42301","ZCTA5 42301","297","135","161","75","124","100","0","24","12","21","0","24","0","24"
"8600000US42303","ZCTA5 42303","575","159","406","137","169","146","0","24","0","24","0","24","0","24"
"8600000US42351","ZCTA5 42351","12","14","0","11","12","14","0","11","0","11","0","11","0","11"
"8600000US42442","ZCTA5 42442","4","7","4","7","0","11","0","11","0","11","0","11","0","11"
"8600000US42445","ZCTA5 42445","17","29","0","18","17","29","0","18","0","18","0","18","0","18"
"8600000US42451","ZCTA5 42451","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42565","ZCTA5 42565","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42633","ZCTA5 42633","133","88","17","36","116","102","0","18","0","18","0","18","0","18"
"8600000US42701","ZCTA5 42701","1347","319","1132","275","154","136","0","27","2","5","0","27","59","66"
"8600000US42712","ZCTA5 42712","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42765","ZCTA5 42765","40","65","0","16","40","65","0","16","0","16","0","16","0","16"
"8600000US42204","ZCTA5 42204","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42254","ZCTA5 42254","4","6","4","6","0","11","0","11","0","11","0","11","0","11"
"8600000US42324","ZCTA5 42324","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42326","ZCTA5 42326","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42001","ZCTA5 42001","315","127","237","123","25","29","0","21","0","21","0","21","53","75"
"8600000US42078","ZCTA5 42078","8","15","8","15","0","11","0","11","0","11","0","11","0","11"
"8600000US42083","ZCTA5 42083","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42084","ZCTA5 42084","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42085","ZCTA5 42085","10","17","10","17","0","11","0","11","0","11","0","11","0","11"
"8600000US42087","ZCTA5 42087","16","23","16","23","0","11","0","11","0","11","0","11","0","11"
"8600000US42120","ZCTA5 42120","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42129","ZCTA5 42129","23","42","0","16","23","42","0","16","0","16","0","16","0","16"
"8600000US42223","ZCTA5 42223","2049","338","1275","294","186","103","0","21","545","142","0","21","43","44"
"8600000US42352","ZCTA5 42352","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42320","ZCTA5 42320","140","120","140","120","0","16","0","16","0","16","0","16","0","16"
"8600000US42327","ZCTA5 42327","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42328","ZCTA5 42328","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42376","ZCTA5 42376","54","60","37","45","0","16","0","16","0","16","0","16","17","27"
"8600000US42378","ZCTA5 42378","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42436","ZCTA5 42436","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42528","ZCTA5 42528","41","48","4","7","37","45","0","11","0","11","0","11","0","11"
"8600000US42541","ZCTA5 42541","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42553","ZCTA5 42553","38","33","38","33","0","16","0","16","0","16","0","16","0","16"
"8600000US42638","ZCTA5 42638","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42715","ZCTA5 42715","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42716","ZCTA5 42716","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42746","ZCTA5 42746","13","25","13","25","0","11","0","11","0","11","0","11","0","11"
"8600000US42732","ZCTA5 42732","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42740","ZCTA5 42740","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42757","ZCTA5 42757","53","75","20","28","33","48","0","11","0","11","0","11","0","11"
"8600000US42776","ZCTA5 42776","23","25","19","26","4","7","0","11","0","11","0","11","0","11"
"8600000US42782","ZCTA5 42782","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42035","ZCTA5 42035","26","28","0","11","26","28","0","11","0","11","0","11","0","11"
"8600000US42123","ZCTA5 42123","16","30","16","30","0","11","0","11","0","11","0","11","0","11"
"8600000US42153","ZCTA5 42153","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42167","ZCTA5 42167","131","37","59","31","68","38","0","16","0","16","4","5","0","16"
"8600000US42232","ZCTA5 42232","12","20","12","20","0","11","0","11","0","11","0","11","0","11"
"8600000US42280","ZCTA5 42280","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42286","ZCTA5 42286","51","53","44","50","0","11","0","11","0","11","7","16","0","11"
"8600000US42325","ZCTA5 42325","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42339","ZCTA5 42339","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42345","ZCTA5 42345","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"8600000US42369","ZCTA5 42369","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42411","ZCTA5 42411","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42437","ZCTA5 42437","63","54","26","37","12","25","0","16","25","30","0","16","0","16"
"8600000US42453","ZCTA5 42453","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42455","ZCTA5 42455","216","64","120","61","79","63","0","11","17","25","0","11","0","11"
"8600000US42464","ZCTA5 42464","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42503","ZCTA5 42503","393","161","352","164","26","29","0","21","0","21","15","23","0","21"
"8600000US42022","ZCTA5 42022","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42024","ZCTA5 42024","3","5","3","5","0","11","0","11","0","11","0","11","0","11"
"8600000US42020","ZCTA5 42020","41","57","31","50","10","18","0","11","0","11","0","11","0","11"
"8600000US42047","ZCTA5 42047","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42049","ZCTA5 42049","19","24","19","24","0","11","0","11","0","11","0","11","0","11"
"8600000US42032","ZCTA5 42032","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42038","ZCTA5 42038","143","94","71","53","72","73","0","16","0","16","0","16","0","16"
"8600000US42045","ZCTA5 42045","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42055","ZCTA5 42055","27","33","27","33","0","11","0","11","0","11","0","11","0","11"
"8600000US42058","ZCTA5 42058","21","36","21","36","0","11","0","11","0","11","0","11","0","11"
"8600000US42061","ZCTA5 42061","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42064","ZCTA5 42064","52","63","52","63","0","16","0","16","0","16","0","16","0","16"
"8600000US42069","ZCTA5 42069","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42101","ZCTA5 42101","2107","253","1586","226","442","161","0","27","57","52","17","26","5","13"
"8600000US42140","ZCTA5 42140","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42151","ZCTA5 42151","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42170","ZCTA5 42170","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42171","ZCTA5 42171","9","15","9","15","0","16","0","16","0","16","0","16","0","16"
"8600000US42210","ZCTA5 42210","8","10","6","9","2","3","0","11","0","11","0","11","0","11"
"8600000US42516","ZCTA5 42516","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42544","ZCTA5 42544","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"8600000US42713","ZCTA5 42713","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42054","ZCTA5 42054","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42154","ZCTA5 42154","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42060","ZCTA5 42060","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42066","ZCTA5 42066","656","183","409","156","181","104","0","21","4","8","56","58","6","11"
"8600000US42127","ZCTA5 42127","111","83","89","82","22","32","0","16","0","16","0","16","0","16"
"8600000US42234","ZCTA5 42234","46","58","46","58","0","11","0","11","0","11","0","11","0","11"
"8600000US42240","ZCTA5 42240","561","153","438","135","0","24","0","24","86","102","37","55","0","24"
"8600000US42273","ZCTA5 42273","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42276","ZCTA5 42276","18","32","18","32","0","18","0","18","0","18","0","18","0","18"
"8600000US42285","ZCTA5 42285","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42321","ZCTA5 42321","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42323","ZCTA5 42323","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42330","ZCTA5 42330","175","38","112","75","63","87","0","16","0","16","0","16","0","16"
"8600000US42332","ZCTA5 42332","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42344","ZCTA5 42344","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42349","ZCTA5 42349","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42350","ZCTA5 42350","34","26","22","29","12","13","0","11","0","11","0","11","0","11"
"8600000US42361","ZCTA5 42361","15","25","15","25","0","11","0","11","0","11","0","11","0","11"
"8600000US42404","ZCTA5 42404","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42406","ZCTA5 42406","14","20","14","20","0","11","0","11","0","11","0","11","0","11"
"8600000US42413","ZCTA5 42413","16","18","16","18","0","11","0","11","0","11","0","11","0","11"
"8600000US42450","ZCTA5 42450","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42452","ZCTA5 42452","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42461","ZCTA5 42461","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US42518","ZCTA5 42518","6","16","6","16","0","11","0","11","0","11","0","11","0","11"
"8600000US42533","ZCTA5 42533","15","27","0","11","0","11","0","11","11","20","4","8","0","11"
"8600000US42743","ZCTA5 42743","14","19","14","19","0","16","0","16","0","16","0","16","0","16"
"8600000US42748","ZCTA5 42748","154","78","31","47","123","87","0","16","0","16","0","16","0","16"
"8600000US42749","ZCTA5 42749","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"8600000US42762","ZCTA5 42762","126","127","62","63","64","64","0","11","0","11","0","11","0","11"
"8600000US42003","ZCTA5 42003","284","116","255","112","18","28","0","21","11","18","0","21","0","21"
"8600000US42029","ZCTA5 42029","21","27","21","27","0","16","0","16","0","16","0","16","0","16"
"8600000US43502","ZCTA5 43502","523","109","472","113","28","29","0","16","11","18","12","17","0","16"
"8600000US43516","ZCTA5 43516","73","44","43","36","30","21","0","11","0","11","0","11","0","11"
"8600000US43540","ZCTA5 43540","30","27","21","23","9","14","0","11","0","11","0","11","0","11"
"8600000US43570","ZCTA5 43570","66","34","51","28","5","8","6","9","4","6","0","11","0","11"
"8600000US43571","ZCTA5 43571","10","15","0","16","10","15","0","16","0","16","0","16","0","16"
"8600000US43606","ZCTA5 43606","438","154","293","100","22","22","0","21","13","19","0","21","110","114"
"8600000US43607","ZCTA5 43607","328","163","299","161","0","21","0","21","7","14","22","29","0","21"
"8600000US43719","ZCTA5 43719","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US43721","ZCTA5 43721","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US43005","ZCTA5 43005","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US43015","ZCTA5 43015","592","153","470","148","68","48","0","27","45","40","0","27","9","14"
"8600000US43022","ZCTA5 43022","3","5","0","11","0","11","0","11","3","5","0","11","0","11"
"8600000US43050","ZCTA5 43050","207","114","102","70","47","69","0","21","2","4","56","72","0","21"
"8600000US43070","ZCTA5 43070","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US43127","ZCTA5 43127","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US43130","ZCTA5 43130","364","125","330","120","24","28","0","27","8","17","0","27","2","4"
"8600000US43160","ZCTA5 43160","82","54","52","36","30","33","0","21","0","21","0","21","0","21"
"8600000US43201","ZCTA5 43201","1066","231","499","184","68","69","74","49","271","117","134","87","20","23"
"8600000US43213","ZCTA5 43213","1916","393","1418","307","344","161","25","26","101","100","0","24","28","45"
"8600000US43220","ZCTA5 43220","551","157","394","135","91","80","0","21","35","57","0","21","31","31"
"8600000US43321","ZCTA5 43321","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US43338","ZCTA5 43338","253","226","168","140","85","98","0","18","0","18","0","18","0","18"
"8600000US43351","ZCTA5 43351","209","82","146","85","32","39","0","18","19","25","12","19","0","18"
"8600000US43357","ZCTA5 43357","21","26","15","25","0","11","0","11","0","11","0","11","6","11"
"8600000US43360","ZCTA5 43360","33","45","17","22","16","24","0","11","0","11","0","11","0","11"
"8600000US43046","ZCTA5 43046","95","106","95","106","0","11","0","11","0","11","0","11","0","11"
"8600000US43010","ZCTA5 43010","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US43028","ZCTA5 43028","75","65","66","65","9","16","0","16","0","16","0","16","0","16"
"8600000US43074","ZCTA5 43074","62","60","62","60","0","18","0","18","0","18","0","18","0","18"
"8600000US43033","ZCTA5 43033","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US43054","ZCTA5 43054","284","140","284","140","0","21","0","21","0","21","0","21","0","21"
"8600000US43060","ZCTA5 43060","5","6","5","6","0","11","0","11","0","11","0","11","0","11"
"8600000US43082","ZCTA5 43082","361","126","335","126","26","36","0","24","0","24","0","24","0","24"
"8600000US43084","ZCTA5 43084","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US43103","ZCTA5 43103","110","79","34","39","49","47","0","18","27","45","0","18","0","18"
"8600000US43106","ZCTA5 43106","58","53","58","53","0","11","0","11","0","11","0","11","0","11"
"8600000US43116","ZCTA5 43116","21","27","18","26","3","5","0","11","0","11","0","11","0","11"
"8600000US43119","ZCTA5 43119","877","346","714","323","121","118","35","41","7","12","0","21","0","21"
"8600000US43123","ZCTA5 43123","635","190","500","172","133","85","0","27","2","4","0","27","0","27"
"8600000US43140","ZCTA5 43140","68","57","19","23","30","37","0","21","19","31","0","21","0","21"
"8600000US43143","ZCTA5 43143","76","60","34","32","42","56","0","16","0","16","0","16","0","16"
"8600000US43146","ZCTA5 43146","45","48","30","44","15","24","0","18","0","18","0","18","0","18"
"8600000US43209","ZCTA5 43209","439","168","291","155","97","85","16","20","29","26","0","21","6","10"
"8600000US43222","ZCTA5 43222","130","113","75","89","37","58","18","20","0","11","0","11","0","11"
"8600000US43331","ZCTA5 43331","39","38","39","38","0","11","0","11","0","11","0","11","0","11"
"8600000US43332","ZCTA5 43332","7","12","0","11","7","12","0","11","0","11","0","11","0","11"
"8600000US43006","ZCTA5 43006","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US43462","ZCTA5 43462","22","20","12","14","10","15","0","11","0","11","0","11","0","11"
"8600000US43465","ZCTA5 43465","128","82","128","82","0","16","0","16","0","16","0","16","0","16"
"8600000US43555","ZCTA5 43555","16","26","16","26","0","11","0","11","0","11","0","11","0","11"
"8600000US43557","ZCTA5 43557","150","67","134","64","3","5","0","11","13","16","0","11","0","11"
"8600000US43611","ZCTA5 43611","559","156","478","153","32","37","0","18","0","18","0","18","49","47"
"8600000US43619","ZCTA5 43619","373","167","373","167","0","16","0","16","0","16","0","16","0","16"
"8600000US43227","ZCTA5 43227","1110","243","781","207","247","100","61","46","5","9","16","25","0","21"
"8600000US43326","ZCTA5 43326","28","33","15","25","0","18","0","18","13","20","0","18","0","18"
"8600000US43340","ZCTA5 43340","4","6","4","6","0","11","0","11","0","11","0","11","0","11"
"8600000US43016","ZCTA5 43016","715","460","697","459","0","24","0","24","0","24","0","24","18","30"
"8600000US43023","ZCTA5 43023","130","62","39","35","32","42","0","18","51","32","8","12","0","18"
"8600000US43025","ZCTA5 43025","32","31","32","31","0","16","0","16","0","16","0","16","0","16"
"8600000US43029","ZCTA5 43029","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US43068","ZCTA5 43068","1391","329","1137","312","196","127","0","27","0","27","0","27","58","77"
"8600000US43109","ZCTA5 43109","1","2","1","2","0","11","0","11","0","11","0","11","0","11"
"8600000US43126","ZCTA5 43126","3","5","3","5","0","11","0","11","0","11","0","11","0","11"
"8600000US43128","ZCTA5 43128","10","11","10","11","0","11","0","11","0","11","0","11","0","11"
"8600000US43142","ZCTA5 43142","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US43149","ZCTA5 43149","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US43153","ZCTA5 43153","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US43203","ZCTA5 43203","178","83","98","63","21","24","23","25","0","16","21","36","15","20"
"8600000US43211","ZCTA5 43211","556","224","333","156","169","175","13","15","0","21","19","30","22","30"
"8600000US43230","ZCTA5 43230","1074","347","1015","352","9","14","0","27","7","25","12","18","31","48"
"8600000US43314","ZCTA5 43314","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"8600000US43320","ZCTA5 43320","21","31","9","12","11","23","0","11","0","11","0","11","1","4"
"8600000US43323","ZCTA5 43323","3","4","3","4","0","11","0","11","0","11","0","11","0","11"
"8600000US43407","ZCTA5 43407","83","117","83","117","0","11","0","11","0","11","0","11","0","11"
"8600000US43447","ZCTA5 43447","46","47","46","47","0","11","0","11","0","11","0","11","0","11"
"8600000US43449","ZCTA5 43449","143","82","135","81","0","16","0","16","8","11","0","16","0","16"
"8600000US43467","ZCTA5 43467","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
